"original_dir","old_name","new_name","file_size_bytes","duplicate"
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0001","ZOOM0001_Tr1.WAV","ZOOM0001_Tr1.WAV",38184704,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0001","ZOOM0001_Tr3.WAV","ZOOM0001_Tr3.WAV",38184704,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0002","ZOOM0002_Tr1.WAV","ZOOM0002_Tr1.WAV",1376768,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0002","ZOOM0002_Tr3.WAV","ZOOM0002_Tr3.WAV",1376768,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0003","ZOOM0003_Tr1.WAV","ZOOM0003_Tr1.WAV",45469952,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0003","ZOOM0003_Tr3.WAV","ZOOM0003_Tr3.WAV",45469952,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0004","ZOOM0004_Tr1.WAV","ZOOM0004_Tr1.WAV",55973504,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0004","ZOOM0004_Tr3.WAV","ZOOM0004_Tr3.WAV",55973504,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0005","ZOOM0005_Tr1.WAV","ZOOM0005_Tr1.WAV",78232512,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0005","ZOOM0005_Tr3.WAV","ZOOM0005_Tr3.WAV",78232512,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0006","ZOOM0006_Tr1.WAV","ZOOM0006_Tr1.WAV",90077312,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0006","ZOOM0006_Tr3.WAV","ZOOM0006_Tr3.WAV",90077312,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0007","ZOOM0007_Tr1.WAV","ZOOM0007_Tr1.WAV",5194880,NA
"/media/m/CHIRINO/Proyecto Lemur/Grabaciones_direccionales/FOLDER01/ZOOM0007","ZOOM0007_Tr3.WAV","ZOOM0007_Tr3.WAV",5194880,NA
