Begin Time (s)	End Time (s)	Begin File	File Offset (s)	Begin Path	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	comment	selec.file	duration	indx.row	ovlp.sels
45446.133442009	45446.166239165	SUKIA_20191128_210000_5min_cut.wav	146.133442009	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2449	Spectrogram 1	1	2298	2475.3	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0327971560000151	NA	NA
45447.355136054	45447.383833565	SUKIA_20191128_210000_5min_cut.wav	147.355136054	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2450	Spectrogram 1	1	2224.7	2506	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0286975109999901	NA	NA
45455.063886996	45455.100783796	SUKIA_20191128_210000_5min_cut.wav	155.063886996	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2451	Spectrogram 1	1	2282.7	2511.1	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0368967999999938	NA	NA
45459.536599088	45459.569396244	SUKIA_20191128_210000_5min_cut.wav	159.536599088	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2452	Spectrogram 1	1	2337.2	2521.3	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0327971559999867	NA	NA
45461.963932347	45461.992629859	SUKIA_20191128_210000_5min_cut.wav	161.963932347	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2453	Spectrogram 1	1	2337.2	2572.4	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0286975120000079	NA	NA
45467.473407254	45467.530802276	SUKIA_20191128_210000_5min_cut.wav	167.473407254	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2454	Spectrogram 1	1	2294.6	2495.7	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0573950220000086	NA	NA
45496.167574321	45496.204471121	SUKIA_20191128_210000_5min_cut.wav	196.167574321	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2455	Spectrogram 1	1	2333.8	2555.4	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0368968000000223	NA	NA
45499.664571034	45499.689168901	SUKIA_20191128_210000_5min_cut.wav	199.664571034	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2456	Spectrogram 1	1	2328.7	2517.9	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0245978669999829	NA	NA
45500.992855835	45501.021553346	SUKIA_20191128_210000_5min_cut.wav	200.992855835	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2457	Spectrogram 1	1	2315.1	2577.6	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0286975109999901	NA	NA
45515.151673965	45515.19267041	SUKIA_20191128_210000_5min_cut.wav	215.151673965	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2458	Spectrogram 1	1	2347.4	2575.8	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0409964450000189	NA	NA
45529.025456949	45529.086951616	SUKIA_20191128_210000_5min_cut.wav	229.025456949	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2459	Spectrogram 1	1	2328.7	2563.9	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0614946670000052	NA	NA
45549.40753535	45549.452631439	SUKIA_20191128_210000_5min_cut.wav	249.40753535	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2460	Spectrogram 1	1	2252	2528.1	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0450960889999976	NA	NA
45559.491158043	45559.51575591	SUKIA_20191128_210000_5min_cut.wav	259.491158043	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2461	Spectrogram 1	1	2221.3	2432.7	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0245978670000113	NA	NA
45563.68773387	45563.716431381	SUKIA_20191128_210000_5min_cut.wav	263.68773387	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2462	Spectrogram 1	1	2158.2	2410.5	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0286975110000185	NA	NA
45565.315292716	45565.360388805	SUKIA_20191128_210000_5min_cut.wav	265.315292716	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2463	Spectrogram 1	1	2335.5	2569	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.045096089000026	NA	NA
45567.828374762	45567.873470851	SUKIA_20191128_210000_5min_cut.wav	267.828374762	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2464	Spectrogram 1	1	2344	2569	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0450960889999692	NA	NA
45570.986982819	45571.015680331	SUKIA_20191128_210000_5min_cut.wav	270.986982819	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2465	Spectrogram 1	1	2252	2563.9	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0286975120000079	NA	NA
45598.039316703	45598.076213503	SUKIA_20191128_210000_5min_cut.wav	298.039316703	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191128_210000_5min_cut.wav	2466	Spectrogram 1	1	2340.6	2569	NA	SUKIA_20191128_210000_5min_cut.Table.1.selections.txt	0.0368968000000223	NA	NA
45689.432094988	45689.468991788	SUKIA_20191129_040000_5min_cut.wav	89.432094988	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191129_040000_5min_cut.wav	2467	Spectrogram 1	1	2276.5	2406	NA	SUKIA_20191129_040000_5min_cut.Table.1.selections.txt	0.0368967999999938	NA	NA
45741.2186626	45741.243260467	SUKIA_20191129_040000_5min_cut.wav	141.2186626	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191129_040000_5min_cut.wav	2468	Spectrogram 1	1	2041.2	2274.8	NA	SUKIA_20191129_040000_5min_cut.Table.1.selections.txt	0.0245978670000113	NA	NA
45747.82714557	45747.876341303	SUKIA_20191129_040000_5min_cut.wav	147.82714557	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191129_040000_5min_cut.wav	2469	Spectrogram 1	1	2221.9	2395.8	NA	SUKIA_20191129_040000_5min_cut.Table.1.selections.txt	0.0491957330000048	NA	NA
45758.235627525	45758.26842468	SUKIA_20191129_040000_5min_cut.wav	158.235627525	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191129_040000_5min_cut.wav	2470	Spectrogram 1	1	2245.8	2421.3	NA	SUKIA_20191129_040000_5min_cut.Table.1.selections.txt	0.0327971549999972	NA	NA
46051.977309139	46052.010106295	SUKIA_20191203_000000_5min_cut.wav	151.977309139	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2471	Spectrogram 1	1	2217.3	2461	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0327971560000151	NA	NA
46055.359515808	46055.404611897	SUKIA_20191203_000000_5min_cut.wav	155.359515808	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2472	Spectrogram 1	1	2263.3	2403.1	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0450960889999976	NA	NA
46059.937144399	46059.96584191	SUKIA_20191203_000000_5min_cut.wav	159.937144399	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2473	Spectrogram 1	1	2106.5	2478.1	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0286975109999901	NA	NA
46061.548304667	46061.585201467	SUKIA_20191203_000000_5min_cut.wav	161.548304667	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2474	Spectrogram 1	1	2319.5	2556.5	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0368967999999938	NA	NA
46063.179963157	46063.220959601	SUKIA_20191203_000000_5min_cut.wav	163.179963157	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2475	Spectrogram 1	1	2307.6	2522.4	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.040996444000001	NA	NA
46069.543159872	46069.588255961	SUKIA_20191203_000000_5min_cut.wav	169.543159872	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2476	Spectrogram 1	1	2188.3	2401.3	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0450960889999976	NA	NA
46072.45390743	46072.499003519	SUKIA_20191203_000000_5min_cut.wav	172.45390743	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2477	Spectrogram 1	1	2387.7	2563.3	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.045096089000026	NA	NA
46074.540626454	46074.569323965	SUKIA_20191203_000000_5min_cut.wav	174.540626454	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2478	Spectrogram 1	1	2168.1	2365.6	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0286975109999901	NA	NA
46077.605397099	46077.638194254	SUKIA_20191203_000000_5min_cut.wav	177.605397099	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2479	Spectrogram 1	1	2072.4	2290.6	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0327971550000257	NA	NA
46081.204884923	46081.241781723	SUKIA_20191203_000000_5min_cut.wav	181.204884923	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2480	Spectrogram 1	1	2328.1	2517.3	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0368967999999938	NA	NA
46087.005182245	46087.062577267	SUKIA_20191203_000000_5min_cut.wav	187.005182245	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2481	Spectrogram 1	1	2172.9	2309.3	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0573950220000086	NA	NA
46162.219649346	46162.256546146	SUKIA_20191203_000000_5min_cut.wav	262.219649346	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2482	Spectrogram 1	1	2300.8	2508.7	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0368968000000223	NA	NA
46170.84638002	46170.907874686	SUKIA_20191203_000000_5min_cut.wav	270.84638002	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_000000_5min_cut.wav	2483	Spectrogram 1	1	2234.3	2403.1	NA	SUKIA_20191203_000000_5min_cut.Table.1.selections.txt	0.0614946659999873	NA	NA
46202.090818668	46202.144114046	SUKIA_20191203_220000_5min_cut.wav	2.090818668	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2484	Spectrogram 1	1	2306.7	2509.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0532953780000001	NA	NA
46203.849566136	46203.890562581	SUKIA_20191203_220000_5min_cut.wav	3.849566136	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2485	Spectrogram 1	1	2342.5	2485.7	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0409964450000002	NA	NA
46207.855123585	46207.896120029	SUKIA_20191203_220000_5min_cut.wav	7.855123585	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2486	Spectrogram 1	1	2110.7	2303.3	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0409964440000001	NA	NA
46212.9386827	46212.9755795	SUKIA_20191203_220000_5min_cut.wav	12.9386827	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2487	Spectrogram 1	1	2287.9	2535.1	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.036896800000001	NA	NA
46217.137170821	46217.169967977	SUKIA_20191203_220000_5min_cut.wav	17.137170821	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2488	Spectrogram 1	1	2260.7	2478.8	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0327971559999973	NA	NA
46220.794053668	46220.830950468	SUKIA_20191203_220000_5min_cut.wav	20.794053668	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2489	Spectrogram 1	1	2083.4	2313.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.036896800000001	NA	NA
46224.931029073	46224.976125161	SUKIA_20191203_220000_5min_cut.wav	24.931029073	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2490	Spectrogram 1	1	2347.6	2555.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0450960879999975	NA	NA
46227.923769519	46227.956566675	SUKIA_20191203_220000_5min_cut.wav	27.923769519	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2491	Spectrogram 1	1	2098.7	2383.4	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0327971560000009	NA	NA
46230.701343137	46230.738239937	SUKIA_20191203_220000_5min_cut.wav	30.701343137	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2492	Spectrogram 1	1	2337.4	2511.2	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.036896800000001	NA	NA
46237.286102174	46237.335297907	SUKIA_20191203_220000_5min_cut.wav	37.286102174	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2493	Spectrogram 1	1	2081.7	2308.4	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0491957329999977	NA	NA
46242.24257231	46242.275369466	SUKIA_20191203_220000_5min_cut.wav	42.24257231	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2494	Spectrogram 1	1	2272.6	2437.9	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0327971560000009	NA	NA
46244.435644639	46244.484840372	SUKIA_20191203_220000_5min_cut.wav	44.435644639	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2495	Spectrogram 1	1	2287.9	2485.7	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0491957329999977	NA	NA
46247.104513174	46247.149609263	SUKIA_20191203_220000_5min_cut.wav	47.104513174	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2496	Spectrogram 1	1	2388.5	2545.3	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0450960890000047	NA	NA
46248.978050687	46249.014947487	SUKIA_20191203_220000_5min_cut.wav	48.978050687	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2497	Spectrogram 1	1	2264.1	2490.8	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.036896800000001	NA	NA
46253.611258094	46253.660453827	SUKIA_20191203_220000_5min_cut.wav	53.611258094	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2498	Spectrogram 1	1	2076.6	2311.8	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0491957329999977	NA	NA
46255.734873917	46255.779970006	SUKIA_20191203_220000_5min_cut.wav	55.734873917	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2499	Spectrogram 1	1	2344.2	2468.6	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0450960889999976	NA	NA
46258.436539608	46258.481635697	SUKIA_20191203_220000_5min_cut.wav	58.436539608	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2500	Spectrogram 1	1	2270.9	2501	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0450960890000047	NA	NA
46315.161587223	46315.22308189	SUKIA_20191203_220000_5min_cut.wav	115.161587223	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2501	Spectrogram 1	1	2253.8	2512.9	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0614946670000052	NA	NA
46320.076778113	46320.113674913	SUKIA_20191203_220000_5min_cut.wav	120.076778113	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2502	Spectrogram 1	1	2103.8	2313.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0368967999999938	NA	NA
46328.581138256	46328.609835767	SUKIA_20191203_220000_5min_cut.wav	128.581138256	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2503	Spectrogram 1	1	2161.8	2426	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0286975109999901	NA	NA
46334.237693183	46334.278689627	SUKIA_20191203_220000_5min_cut.wav	134.237693183	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2504	Spectrogram 1	1	2284.5	2547	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.040996444000001	NA	NA
46339.620526342	46339.665622431	SUKIA_20191203_220000_5min_cut.wav	139.620526342	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2505	Spectrogram 1	1	2095.3	2267.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0450960889999976	NA	NA
46342.08712307	46342.144518092	SUKIA_20191203_220000_5min_cut.wav	142.08712307	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2506	Spectrogram 1	1	2345.9	2559	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0573950220000086	NA	NA
46344.93637596	46345.001970272	SUKIA_20191203_220000_5min_cut.wav	144.93637596	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2507	Spectrogram 1	1	2274.3	2489.1	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0655943120000018	NA	NA
46349.970362968	46350.019558701	SUKIA_20191203_220000_5min_cut.wav	149.970362968	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2508	Spectrogram 1	1	2090.2	2334	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0491957330000048	NA	NA
46353.000000215	46353.053295592	SUKIA_20191203_220000_5min_cut.wav	153.000000215	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2509	Spectrogram 1	1	2281.1	2521.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.053295377000012	NA	NA
46355.406491505	46355.44748795	SUKIA_20191203_220000_5min_cut.wav	155.406491505	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2510	Spectrogram 1	1	2349.3	2492.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0409964450000189	NA	NA
46357.283017278	46357.307615145	SUKIA_20191203_220000_5min_cut.wav	157.283017278	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2511	Spectrogram 1	1	2260.7	2470.3	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0245978670000113	NA	NA
46360.165067325	46360.222462347	SUKIA_20191203_220000_5min_cut.wav	160.165067325	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2512	Spectrogram 1	1	2202.7	2489.1	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0573950220000086	NA	NA
46366.318275024	46366.367470758	SUKIA_20191203_220000_5min_cut.wav	166.318275024	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2513	Spectrogram 1	1	2090.2	2310.1	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0491957339999942	NA	NA
46370.975471117	46371.028766494	SUKIA_20191203_220000_5min_cut.wav	170.975471117	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2514	Spectrogram 1	1	2260.7	2547	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0532953769999835	NA	NA
46437.064483337	46437.105479781	SUKIA_20191203_220000_5min_cut.wav	237.064483337	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2515	Spectrogram 1	1	2245.3	2470.3	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.040996444000001	NA	NA
46444.84653028	46444.904701078	SUKIA_20191203_220000_5min_cut.wav	244.84653028	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2516	Spectrogram 1	1	2139.6	2456.7	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0581707979999919	NA	NA
46449.512701437	46449.545498593	SUKIA_20191203_220000_5min_cut.wav	249.512701437	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2517	Spectrogram 1	1	2255.5	2478.8	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0327971559999867	NA	NA
46451.780148563	46451.837543585	SUKIA_20191203_220000_5min_cut.wav	251.780148563	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2518	Spectrogram 1	1	2378.3	2569.2	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0573950219999801	NA	NA
46452.911650431	46452.936248297	SUKIA_20191203_220000_5min_cut.wav	252.911650431	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2519	Spectrogram 1	1	2296.5	2448.2	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0245978659999935	NA	NA
46455.162355232	46455.207451321	SUKIA_20191203_220000_5min_cut.wav	255.162355232	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20191203_220000_5min_cut.wav	2520	Spectrogram 1	1	2105.5	2313.5	NA	SUKIA_20191203_220000_5min_cut.Table.1.selections.txt	0.0450960889999976	NA	NA
