"site_date_hour","call_rate","n_call","rec_time","hour","month","year","site"
"LAGCHIMU_20201201_230000",9.99964333333333,30,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_000000",0,0,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_010000",25.9990726666667,78,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_040000",0.999964333333333,3,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_170000",2.33325011111111,7,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_180000",6.33310744444444,19,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_190000",11.3329291111111,34,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_200000",12.3328934444444,37,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_210000",23.3325011111111,70,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_220000",24.6657868888889,74,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201202_230000",16.9993936666667,51,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_000000",11.3329291111111,34,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_010000",0,0,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_030000",0.333321444444444,1,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_040000",3.33321444444444,10,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_170000",0.333321444444444,1,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_180000",0.999964333333333,3,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_190000",9.99964333333333,30,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_200000",14.3328221111111,43,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_210000",13.9995006666667,42,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_220000",15.6661078888889,47,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201203_230000",2.33325011111111,7,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_000000",2.999893,9,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_010000",2.33325011111111,7,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_040000",0,0,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_170000",5.33314311111111,16,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_180000",13.3328577777778,40,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_190000",23.999144,72,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_200000",18.9993223333333,57,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_210000",41.3318591111111,124,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_220000",35.998716,108,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201204_230000",17.3327151111111,52,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_000000",2.999893,9,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_010000",0.999964333333333,3,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_020000",0,0,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_030000",0.666642888888889,2,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_040000",4.66650022222222,14,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_170000",0.333321444444444,1,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_180000",17.3327151111111,52,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_190000",27.3323584444444,82,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_200000",28.6656442222222,86,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_210000",12.3328934444444,37,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_220000",34.3321087777778,103,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201205_230000",8.66635755555555,26,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_000000",3.33321444444444,10,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_010000",1.33328577777778,4,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_020000",0,0,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_030000",3.66653588888889,11,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_040000",10.9996076666667,33,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_180000",12.3328934444444,37,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_190000",9.99964333333333,30,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_200000",23.3325011111111,70,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_210000",27.9990013333333,84,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_220000",16.3327507777778,49,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201206_230000",0.333321444444444,1,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_000000",34.3321087777778,103,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_010000",16.6660722222222,50,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_020000",5.999786,18,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_030000",1.66660722222222,5,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_040000",6.99975033333333,21,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_170000",0.333321444444444,1,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_180000",10.9996076666667,33,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_190000",20.999251,63,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_200000",24.3324654444444,73,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_210000",21.6658938888889,65,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_220000",20.999251,63,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201207_230000",20.6659295555556,62,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_000000",7.66639322222222,23,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_010000",3.33321444444444,10,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_020000",9.66632188888889,29,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_030000",3.99985733333333,12,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_040000",6.33310744444444,19,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_170000",11.6662505555556,35,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_180000",8.999679,27,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_190000",11.3329291111111,34,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_200000",19.9992866666667,60,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_210000",14.6661435555556,44,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_220000",17.999358,54,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201208_230000",3.33321444444444,10,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_000000",5.999786,18,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_010000",0,0,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_020000",0,0,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_040000",0.333321444444444,1,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_180000",0,0,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_190000",0,0,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_200000",0.333321444444444,1,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_210000",1.66660722222222,5,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_220000",1.33328577777778,4,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201209_230000",0,0,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_000000",0.666642888888889,2,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_010000",2.33325011111111,7,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_020000",5.999786,18,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_030000",9.66632188888889,29,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_040000",0.333321444444444,1,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_180000",2.33325011111111,7,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_190000",0,0,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_200000",0,0,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_210000",0,0,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_220000",0,0,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201210_230000",0,0,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_000000",0,0,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_010000",0,0,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_020000",0.666642888888889,2,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_040000",0.999964333333333,3,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_180000",10.3329647777778,31,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_190000",16.9993936666667,51,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_200000",19.3326437777778,58,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_210000",12.9995363333333,39,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_220000",3.66653588888889,11,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201211_230000",2.999893,9,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_000000",2.999893,9,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_010000",2.999893,9,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_020000",1.66660722222222,5,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_030000",3.33321444444444,10,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_040000",3.66653588888889,11,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_180000",9.99964333333333,30,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_190000",9.66632188888889,29,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_200000",9.33300044444444,28,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_210000",29.3322871111111,88,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_220000",7.99971466666667,24,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201212_230000",1.33328577777778,4,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_000000",0.666642888888889,2,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_010000",0.333321444444444,1,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_020000",0,0,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_030000",1.66660722222222,5,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_040000",0,0,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_170000",0.666642888888889,2,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_180000",0.999964333333333,3,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_190000",3.66653588888889,11,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_200000",3.66653588888889,11,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_210000",4.66650022222222,14,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_220000",0.333321444444444,1,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201213_230000",1.33328577777778,4,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_000000",0,0,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_010000",3.66653588888889,11,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_020000",7.66639322222222,23,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_030000",5.33314311111111,16,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_040000",1.66660722222222,5,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_170000",0.666642888888889,2,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_180000",8.33303611111111,25,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_190000",23.6658225555556,71,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_200000",28.9989656666667,87,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_210000",15.3327864444444,46,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_220000",2.999893,9,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201214_230000",5.33314311111111,16,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_000000",0.666642888888889,2,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_010000",0.999964333333333,3,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_020000",1.66660722222222,5,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_040000",0,0,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_180000",16.9993936666667,51,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_190000",16.9993936666667,51,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_200000",17.3327151111111,52,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_210000",13.9995006666667,42,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_220000",12.9995363333333,39,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201215_230000",2.999893,9,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_000000",0.666642888888889,2,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_010000",0.333321444444444,1,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_040000",0.333321444444444,1,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_170000",2.33325011111111,7,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_180000",15.9994293333333,48,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_190000",20.3326081111111,61,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_200000",45.6650378888889,137,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_210000",35.3320731111111,106,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_220000",12.3328934444444,37,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201216_230000",4.33317877777778,13,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_000000",1.66660722222222,5,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_010000",0.666642888888889,2,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_020000",0,0,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_030000",0,0,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_040000",13.3328577777778,40,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_170000",0.666642888888889,2,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_180000",30.3322514444444,91,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_190000",26.999037,81,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_200000",25.9990726666667,78,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_210000",32.6655015555556,98,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_220000",5.33314311111111,16,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201217_230000",7.33307177777778,22,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_000000",1.66660722222222,5,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_010000",2.66657155555556,8,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_020000",8.33303611111111,25,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_030000",15.6661078888889,47,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_040000",6.33310744444444,19,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_170000",0.333321444444444,1,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_180000",27.9990013333333,84,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_190000",28.9989656666667,87,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_200000",33.9987873333333,102,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_210000",21.3325724444444,64,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_220000",28.6656442222222,86,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201218_230000",16.9993936666667,51,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_000000",3.33321444444444,10,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_010000",0.333321444444444,1,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_020000",4.99982166666667,15,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_030000",3.33321444444444,10,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_040000",2.33325011111111,7,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_170000",0.333321444444444,1,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_180000",15.3327864444444,46,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_190000",9.99964333333333,30,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_200000",15.9994293333333,48,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_210000",30.6655728888889,92,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_220000",14.999465,45,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201219_230000",7.33307177777778,22,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_000000",7.33307177777778,22,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_010000",8.66635755555555,26,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_020000",5.999786,18,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_030000",2.33325011111111,7,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_040000",15.3327864444444,46,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_180000",22.9991796666667,69,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_190000",47.3316451111111,142,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_200000",34.9987516666667,105,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_210000",12.6662148888889,38,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_220000",19.3326437777778,58,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201220_230000",8.33303611111111,25,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_000000",0.666642888888889,2,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_010000",0.333321444444444,1,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_030000",4.66650022222222,14,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_040000",9.99964333333333,30,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_170000",0.333321444444444,1,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_180000",15.6661078888889,47,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_190000",38.998609,117,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_200000",52.6647882222222,158,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_210000",24.6657868888889,74,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_220000",5.33314311111111,16,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201221_230000",1.66660722222222,5,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_000000",0.333321444444444,1,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_010000",0.999964333333333,3,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_030000",1.33328577777778,4,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_040000",0,0,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_180000",21.3325724444444,64,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_190000",20.3326081111111,61,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_200000",23.3325011111111,70,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_210000",21.9992153333333,66,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_220000",8.66635755555555,26,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201222_230000",1.66660722222222,5,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_000000",0.666642888888889,2,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_010000",0,0,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_020000",0.333321444444444,1,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_030000",1.33328577777778,4,19.9992866666667,3,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_040000",1.66660722222222,5,19.9992866666667,4,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_170000",0,0,19.9992866666667,17,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_180000",13.3328577777778,40,19.9992866666667,18,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_190000",13.6661792222222,41,19.9992866666667,19,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_200000",24.6657868888889,74,19.9992866666667,20,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_210000",40.9985376666667,123,19.9992866666667,21,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_220000",15.6661078888889,47,19.9992866666667,22,12,2020,"LAGCHIMU"
"LAGCHIMU_20201223_230000",11.3329291111111,34,19.9992866666667,23,12,2020,"LAGCHIMU"
"LAGCHIMU_20201224_000000",3.33321444444444,10,19.9992866666667,0,12,2020,"LAGCHIMU"
"LAGCHIMU_20201224_010000",2.999893,9,19.9992866666667,1,12,2020,"LAGCHIMU"
"LAGCHIMU_20201224_020000",1.66660722222222,5,19.9992866666667,2,12,2020,"LAGCHIMU"
"LAGCHIMU_20201224_030000",2.33325011111111,7,19.9992866666667,3,12,2020,"LAGCHIMU"
