"","site_date_hour","call_rate","n_call","rec_time","hour","month","year","site","date_hour","temp","HR","rain","day","date","moon.date","moonlight","date_hour_min","hour_diff","rain_24","rain_48","prev_temp"
"5143","SUKIA_20190827_200000",42,126,20,20,8,2019,"SUKIA","20190827-20",27.825,74.0983333333333,0,27,2019-08-27,2019-08-28,0.0578422371543598,2019-08-27 20:00:00,26,0,5.14333333333333,24.5420666666667
"5144","SUKIA_20190827_210000",60,180,20,21,8,2019,"SUKIA","20190827-21",26.075,81.9133333333333,0,27,2019-08-27,2019-08-28,0.0578422371543598,2019-08-27 21:00:00,27,0,5.14333333333333,24.7440666666667
"5145","SUKIA_20190827_220000",20,60,20,22,8,2019,"SUKIA","20190827-22",25.6965517241379,83.6172413793103,0,27,2019-08-27,2019-08-28,0.0578422371543598,2019-08-27 22:00:00,28,0,5.14333333333333,24.8826666666667
"5146","SUKIA_20190827_230000",18.3333333333333,55,20,23,8,2019,"SUKIA","20190827-23",24.6833333333333,88.6416666666667,0,27,2019-08-27,2019-08-28,0.0578422371543598,2019-08-27 23:00:00,29,0,5.14333333333333,25.0104666666667
"5147","SUKIA_20190828_000000",6,18,20,0,8,2019,"SUKIA","20190828-0",23.73,93.135,0,28,2019-08-28,2019-08-28,0.0578422371543598,2019-08-28,30,0,0,25.1022666666667
"5148","SUKIA_20190828_010000",6.33333333333333,19,20,1,8,2019,"SUKIA","20190828-1",23.32,94.6333333333333,0,28,2019-08-28,2019-08-28,0.0578422371543598,2019-08-28 01:00:00,31,0,0,25.1194666666667
"5149","SUKIA_20190828_020000",2.33333333333333,7,20,2,8,2019,"SUKIA","20190828-2",23.1616666666667,95.6133333333333,0,28,2019-08-28,2019-08-28,0.0578422371543598,2019-08-28 02:00:00,32,0,0,25.0955333333333
"5150","SUKIA_20190828_030000",9.66666666666667,29,20,3,8,2019,"SUKIA","20190828-3",23.3166666666667,95.5766666666667,0,28,2019-08-28,2019-08-28,0.0578422371543598,2019-08-28 03:00:00,33,0,0,25.0652666666667
"5151","SUKIA_20190828_040000",11,33,20,4,8,2019,"SUKIA","20190828-4",23.185,93.4416666666667,0,28,2019-08-28,2019-08-28,0.0578422371543598,2019-08-28 04:00:00,34,0,0,25.0352666666667
"5153","SUKIA_20190828_180000",13.3333333333333,40,20,18,8,2019,"SUKIA","20190828-18",23.0433333333333,95.6166666666667,0.641666666666667,28,2019-08-28,2019-08-29,0.0185170429007865,2019-08-28 18:00:00,48,0,0,24.5540666666667
"5154","SUKIA_20190828_190000",37,111,20,19,8,2019,"SUKIA","20190828-19",25.8833333333333,84.3633333333333,0,28,2019-08-28,2019-08-29,0.0185170429007865,2019-08-28 19:00:00,49,0,0,24.6911333333333
"5155","SUKIA_20190828_200000",68.6666666666667,206,20,20,8,2019,"SUKIA","20190828-20",25.7883333333333,86.58,0.005,28,2019-08-28,2019-08-29,0.0185170429007865,2019-08-28 20:00:00,50,0,0,24.6953333333333
"5156","SUKIA_20190828_210000",100.666666666667,302,20,21,8,2019,"SUKIA","20190828-21",23.8216666666667,93.8116666666667,0,28,2019-08-28,2019-08-29,0.0185170429007865,2019-08-28 21:00:00,51,0,0,24.6029333333333
"5157","SUKIA_20190828_220000",63.6666666666667,191,20,22,8,2019,"SUKIA","20190828-22",23.9466666666667,91.825,0,28,2019-08-28,2019-08-29,0.0185170429007865,2019-08-28 22:00:00,52,0,0,24.5467287356322
"5158","SUKIA_20190828_230000",67,201,20,23,8,2019,"SUKIA","20190828-23",23.725,93.9133333333333,0,28,2019-08-28,2019-08-29,0.0185170429007865,2019-08-28 23:00:00,53,0,0,24.5264620689655
"5159","SUKIA_20190829_000000",51.6666666666667,155,20,0,8,2019,"SUKIA","20190829-0",23.0383333333333,97.47,0.245,29,2019-08-29,2019-08-29,0.0185170429007865,2019-08-29,54,2.305,0,24.4923954022989
"5160","SUKIA_20190829_010000",26,78,20,1,8,2019,"SUKIA","20190829-1",22.4566666666667,97.3816666666667,0,29,2019-08-29,2019-08-29,0.0185170429007865,2019-08-29 01:00:00,55,2.305,0,24.4759287356322
"5161","SUKIA_20190829_020000",9,27,20,2,8,2019,"SUKIA","20190829-2",22.385,97.4333333333333,0,29,2019-08-29,2019-08-29,0.0185170429007865,2019-08-29 02:00:00,56,2.305,0,24.4672620689655
"5162","SUKIA_20190829_030000",26.6666666666667,80,20,3,8,2019,"SUKIA","20190829-3",22.7883333333333,94.685,0,29,2019-08-29,2019-08-29,0.0185170429007865,2019-08-29 03:00:00,57,2.305,0,24.4682620689655
"5163","SUKIA_20190829_040000",8,24,20,4,8,2019,"SUKIA","20190829-4",22.8283333333333,93.3166666666667,0,29,2019-08-29,2019-08-29,0.0185170429007865,2019-08-29 04:00:00,58,2.305,0,24.4743287356322
"5165","SUKIA_20190829_180000",8.33333333333333,25,20,18,8,2019,"SUKIA","20190829-18",23.6593220338983,93.5661016949152,0.879661016949153,29,2019-08-29,2019-08-30,0.00090672837483502,2019-08-29 18:00:00,72,2.305,0,24.1847287356322
"5166","SUKIA_20190829_190000",21.6666666666667,65,20,19,8,2019,"SUKIA","20190829-19",22.2833333333333,97.1933333333333,1.29166666666667,29,2019-08-29,2019-08-30,0.00090672837483502,2019-08-29 19:00:00,73,2.305,0,24.0681287356322
"5167","SUKIA_20190829_200000",57.3333333333333,172,20,20,8,2019,"SUKIA","20190829-20",22.135,97.65,0.02,29,2019-08-29,2019-08-30,0.00090672837483502,2019-08-29 20:00:00,74,2.305,0,23.8518620689655
"5168","SUKIA_20190829_210000",65.6666666666667,197,20,21,8,2019,"SUKIA","20190829-21",22.2233333333333,97.9316666666667,0.01,29,2019-08-29,2019-08-30,0.00090672837483502,2019-08-29 21:00:00,75,2.305,0,23.6917287356322
"5169","SUKIA_20190829_220000",75,225,20,22,8,2019,"SUKIA","20190829-22",22.3333333333333,96.2733333333333,0,29,2019-08-29,2019-08-30,0.00090672837483502,2019-08-29 22:00:00,76,2.305,0,23.6065954022989
"5170","SUKIA_20190829_230000",47.3333333333333,142,20,23,8,2019,"SUKIA","20190829-23",22.0783333333333,95.8966666666667,0,29,2019-08-29,2019-08-30,0.00090672837483502,2019-08-29 23:00:00,77,2.305,0,23.5277333333333
"5171","SUKIA_20190830_000000",12,36,20,0,8,2019,"SUKIA","20190830-0",22.0416666666667,95.2516666666667,0,30,2019-08-30,2019-08-30,0.00090672837483502,2019-08-30,78,4.22799435028249,2.305,23.4619333333333
"5172","SUKIA_20190830_010000",10,30,20,1,8,2019,"SUKIA","20190830-1",22.6083333333333,91.0266666666667,0,30,2019-08-30,2019-08-30,0.00090672837483502,2019-08-30 01:00:00,79,4.22799435028249,2.305,23.411
"5173","SUKIA_20190830_020000",11.3333333333333,34,20,2,8,2019,"SUKIA","20190830-2",23.1033333333333,86.1816666666667,0,30,2019-08-30,2019-08-30,0.00090672837483502,2019-08-30 02:00:00,80,4.22799435028249,2.305,23.3736
"5174","SUKIA_20190830_030000",8,24,20,3,8,2019,"SUKIA","20190830-3",22.1633333333333,91.085,0,30,2019-08-30,2019-08-30,0.00090672837483502,2019-08-30 03:00:00,81,4.22799435028249,2.305,23.3586666666667
"5175","SUKIA_20190830_040000",5,15,20,4,8,2019,"SUKIA","20190830-4",22.6016666666667,85.5016666666667,0,30,2019-08-30,2019-08-30,0.00090672837483502,2019-08-30 04:00:00,82,4.22799435028249,2.305,23.3391333333333
"5177","SUKIA_20190830_180000",5.33333333333333,16,20,18,8,2019,"SUKIA","20190830-18",27.6083333333333,76.71,0,30,2019-08-30,2019-08-31,0.00580551870177526,2019-08-30 18:00:00,96,4.22799435028249,2.305,22.9863062146893
"5178","SUKIA_20190830_190000",34.6666666666667,104,20,19,8,2019,"SUKIA","20190830-19",26.13,82.78,0,30,2019-08-30,2019-08-31,0.00580551870177526,2019-08-30 19:00:00,97,4.22799435028249,2.305,22.9559062146893
"5179","SUKIA_20190830_200000",48,144,20,20,8,2019,"SUKIA","20190830-20",26.4433333333333,82.03,0,30,2019-08-30,2019-08-31,0.00580551870177526,2019-08-30 20:00:00,98,4.22799435028249,2.305,22.8059728813559
"5180","SUKIA_20190830_210000",70,210,20,21,8,2019,"SUKIA","20190830-21",26.53,79.9433333333333,0,30,2019-08-30,2019-08-31,0.00580551870177526,2019-08-30 21:00:00,99,4.22799435028249,2.305,22.6633728813559
"5181","SUKIA_20190830_220000",68.6666666666667,206,20,22,8,2019,"SUKIA","20190830-22",26.5816666666667,82.61,0,30,2019-08-30,2019-08-31,0.00580551870177526,2019-08-30 22:00:00,100,4.22799435028249,2.305,22.6038395480226
"5182","SUKIA_20190830_230000",37.3333333333333,112,20,23,8,2019,"SUKIA","20190830-23",24.9816666666667,91.365,0,30,2019-08-30,2019-08-31,0.00580551870177526,2019-08-30 23:00:00,101,4.22799435028249,2.305,22.5291062146893
"5183","SUKIA_20190831_000000",24.6666666666667,74,20,0,8,2019,"SUKIA","20190831-0",24.0482142857143,96.2125,0,31,2019-08-31,2019-08-31,0.00580551870177526,2019-08-31,102,0,4.22799435028249,22.4617728813559
"5184","SUKIA_20190831_010000",8.33333333333333,25,20,1,8,2019,"SUKIA","20190831-1",23.83,97.47,0,31,2019-08-31,2019-08-31,0.00580551870177526,2019-08-31 01:00:00,103,0,4.22799435028249,22.4445728813559
"5185","SUKIA_20190831_020000",1,3,20,2,8,2019,"SUKIA","20190831-2",23.52,97.3333333333333,0,31,2019-08-31,2019-08-31,0.00580551870177526,2019-08-31 02:00:00,104,0,4.22799435028249,22.4704395480226
"5186","SUKIA_20190831_030000",1,3,20,3,8,2019,"SUKIA","20190831-3",22.8666666666667,96.03,0,31,2019-08-31,2019-08-31,0.00580551870177526,2019-08-31 03:00:00,105,0,4.22799435028249,22.4615728813559
"5187","SUKIA_20190831_040000",4.66666666666667,14,20,4,8,2019,"SUKIA","20190831-4",22.7016666666667,96.7583333333333,0,31,2019-08-31,2019-08-31,0.00580551870177526,2019-08-31 04:00:00,106,0,4.22799435028249,22.4541062146893
"5189","SUKIA_20190831_180000",7.66666666666667,23,20,18,8,2019,"SUKIA","20190831-18",28.5766666666667,74.9266666666667,0,31,2019-08-31,2019-09-01,0.0329924784544909,2019-08-31 18:00:00,120,0,4.22799435028249,23.8003717514124
"5190","SUKIA_20190831_190000",59,177,20,19,8,2019,"SUKIA","20190831-19",28.7083333333333,73.9966666666667,0,31,2019-08-31,2019-09-01,0.0329924784544909,2019-08-31 19:00:00,121,0,4.22799435028249,23.8991988700565
"5191","SUKIA_20190831_200000",89,267,20,20,8,2019,"SUKIA","20190831-20",27.9566666666667,77.1233333333333,0,31,2019-08-31,2019-09-01,0.0329924784544909,2019-08-31 20:00:00,122,0,4.22799435028249,24.0655988700565
"5192","SUKIA_20190831_210000",119,357,20,21,8,2019,"SUKIA","20190831-21",27.54,77.5916666666667,0,31,2019-08-31,2019-09-01,0.0329924784544909,2019-08-31 21:00:00,123,0,4.22799435028249,24.2413988700565
"5193","SUKIA_20190831_220000",80,240,20,22,8,2019,"SUKIA","20190831-22",26.5633333333333,81.0416666666667,0,31,2019-08-31,2019-09-01,0.0329924784544909,2019-08-31 22:00:00,124,0,4.22799435028249,24.4157322033898
"5194","SUKIA_20190831_230000",44.6666666666667,134,20,23,8,2019,"SUKIA","20190831-23",25.4033333333333,88.6683333333333,0,31,2019-08-31,2019-09-01,0.0329924784544909,2019-08-31 23:00:00,125,0,4.22799435028249,24.5216655367232
"5195","SUKIA_20190901_000000",22,66,20,0,9,2019,"SUKIA","20190901-0",24.335,93.83,0,1,2019-09-01,2019-09-01,0.0329924784544909,2019-09-01,126,0,0,24.6004607748184
"5196","SUKIA_20190901_010000",17.3333333333333,52,20,1,9,2019,"SUKIA","20190901-1",24.0316666666667,95.41,0,1,2019-09-01,2019-09-01,0.0329924784544909,2019-09-01 01:00:00,127,0,0,24.6719941081517
"5197","SUKIA_20190901_020000",13.6666666666667,41,20,2,9,2019,"SUKIA","20190901-2",23.85,95.9916666666667,0,1,2019-09-01,2019-09-01,0.0329924784544909,2019-09-01 02:00:00,128,0,0,24.7084607748184
"5198","SUKIA_20190901_030000",2.33333333333333,7,20,3,9,2019,"SUKIA","20190901-3",23.8166666666667,95.8833333333333,0,1,2019-09-01,2019-09-01,0.0329924784544909,2019-09-01 03:00:00,129,0,0,24.6989941081517
"5199","SUKIA_20190901_040000",4.66666666666667,14,20,4,9,2019,"SUKIA","20190901-4",23.695,95.9683333333333,0,1,2019-09-01,2019-09-01,0.0329924784544909,2019-09-01 04:00:00,130,0,0,24.7205274414851
"5201","SUKIA_20190901_180000",14,42,20,18,9,2019,"SUKIA","20190901-18",29.3233333333333,72.585,0,1,2019-09-01,2019-09-02,0.0812414758406422,2019-09-01 18:00:00,144,0,0,25.0613952380952
"5202","SUKIA_20190901_190000",48,144,20,19,9,2019,"SUKIA","20190901-19",27.1716666666667,80.6633333333333,0,1,2019-09-01,2019-09-02,0.0812414758406422,2019-09-01 19:00:00,145,0,0,25.1053952380952
"5203","SUKIA_20190901_200000",82.6666666666667,248,20,20,9,2019,"SUKIA","20190901-20",26.5733333333333,85.3733333333333,0,1,2019-09-01,2019-09-02,0.0812414758406422,2019-09-01 20:00:00,146,0,0,25.1784619047619
"5204","SUKIA_20190901_210000",94.6666666666667,284,20,21,9,2019,"SUKIA","20190901-21",26.065,90.37,0.796666666666667,1,2019-09-01,2019-09-02,0.0812414758406422,2019-09-01 21:00:00,147,0,0,25.2223285714286
"5205","SUKIA_20190901_220000",121,363,20,22,9,2019,"SUKIA","20190901-22",25.4333333333333,95.345,0,1,2019-09-01,2019-09-02,0.0812414758406422,2019-09-01 22:00:00,148,0,0,25.2236619047619
"5206","SUKIA_20190901_230000",89,267,20,23,9,2019,"SUKIA","20190901-23",24.7883333333333,96.57,0,1,2019-09-01,2019-09-02,0.0812414758406422,2019-09-01 23:00:00,149,0,0,25.1765285714286
"5207","SUKIA_20190902_000000",72,216,20,0,9,2019,"SUKIA","20190902-0",23.8016666666667,97.0933333333333,0,2,2019-09-02,2019-09-02,0.0812414758406422,2019-09-02,150,0.796666666666667,0,25.1506619047619
"5208","SUKIA_20190902_010000",17.3333333333333,52,20,1,9,2019,"SUKIA","20190902-1",23.4103448275862,97.2362068965517,0,2,2019-09-02,2019-09-02,0.0812414758406422,2019-09-02 01:00:00,151,0.796666666666667,0,25.15
"5209","SUKIA_20190902_020000",12.3333333333333,37,20,2,9,2019,"SUKIA","20190902-2",23.1966666666667,96.7083333333333,0,2,2019-09-02,2019-09-02,0.0812414758406422,2019-09-02 02:00:00,152,0.796666666666667,0,25.1508
"5210","SUKIA_20190902_030000",15.6666666666667,47,20,3,9,2019,"SUKIA","20190902-3",23.1866666666667,96.3733333333333,0,2,2019-09-02,2019-09-02,0.0812414758406422,2019-09-02 03:00:00,153,0.796666666666667,0,25.1626666666667
"5211","SUKIA_20190902_040000",18.3333333333333,55,20,4,9,2019,"SUKIA","20190902-4",23.0316666666667,95.545,0,2,2019-09-02,2019-09-02,0.0812414758406422,2019-09-02 04:00:00,154,0.796666666666667,0,25.1958
"5213","SUKIA_20190902_180000",12,36,20,18,9,2019,"SUKIA","20190902-18",28.1483333333333,73.5466666666667,0,2,2019-09-02,2019-09-03,0.148376481242194,2019-09-02 18:00:00,168,0.796666666666667,0,25.8992701754386
"5214","SUKIA_20190902_190000",53.3333333333333,160,20,19,9,2019,"SUKIA","20190902-19",28.1833333333333,74.81,0,2,2019-09-02,2019-09-03,0.148376481242194,2019-09-02 19:00:00,169,0.796666666666667,0,25.8430701754386
"5215","SUKIA_20190902_200000",84,252,20,20,9,2019,"SUKIA","20190902-20",28.45,74.2533333333333,0,2,2019-09-02,2019-09-03,0.148376481242194,2019-09-02 20:00:00,170,0.796666666666667,0,25.7576701754386
"5216","SUKIA_20190902_210000",129.333333333333,388,20,21,9,2019,"SUKIA","20190902-21",27.2833333333333,79.625,0,2,2019-09-02,2019-09-03,0.148376481242194,2019-09-02 21:00:00,171,0.796666666666667,0,25.6820035087719
"5217","SUKIA_20190902_220000",95.6666666666667,287,20,22,9,2019,"SUKIA","20190902-22",26.2383333333333,84.6733333333333,0,2,2019-09-02,2019-09-03,0.148376481242194,2019-09-02 22:00:00,172,0.796666666666667,0,25.5977368421053
"5218","SUKIA_20190902_230000",80.3333333333333,241,20,23,9,2019,"SUKIA","20190902-23",24.7116666666667,92.8366666666667,0,2,2019-09-02,2019-09-03,0.148376481242194,2019-09-02 23:00:00,173,0.796666666666667,0,25.5267368421053
"5219","SUKIA_20190903_000000",15.6666666666667,47,20,0,9,2019,"SUKIA","20190903-0",24.1883333333333,95.77,0.00333333333333333,3,2019-09-03,2019-09-03,0.148376481242194,2019-09-03,174,0,0.796666666666667,25.4626701754386
"5220","SUKIA_20190903_010000",11,33,20,1,9,2019,"SUKIA","20190903-1",23.6816666666667,97.1466666666667,0,3,2019-09-03,2019-09-03,0.148376481242194,2019-09-03 01:00:00,175,0,0.796666666666667,25.425683968542
"5221","SUKIA_20190903_020000",4.66666666666667,14,20,2,9,2019,"SUKIA","20190903-2",23.1783333333333,97.5583333333333,0,3,2019-09-03,2019-09-03,0.148376481242194,2019-09-03 02:00:00,176,0,0.796666666666667,25.392283968542
"5222","SUKIA_20190903_030000",5,15,20,3,9,2019,"SUKIA","20190903-3",22.82,93.9833333333333,0,3,2019-09-03,2019-09-03,0.148376481242194,2019-09-03 03:00:00,177,0,0.796666666666667,25.3657506352087
"5223","SUKIA_20190903_040000",8.33333333333333,25,20,4,9,2019,"SUKIA","20190903-4",23.1283333333333,90.6266666666667,0,3,2019-09-03,2019-09-03,0.148376481242194,2019-09-03 04:00:00,178,0,0.796666666666667,25.3343506352087
"5225","SUKIA_20190903_180000",11.6666666666667,35,20,18,9,2019,"SUKIA","20190903-18",23.8883333333333,96.1133333333333,0.1,3,2019-09-03,2019-09-04,0.231369706143784,2019-09-03 18:00:00,192,0,0.796666666666667,24.9011471264368
"5226","SUKIA_20190903_190000",57.6666666666667,173,20,19,9,2019,"SUKIA","20190903-19",27.11,83.0633333333333,0,3,2019-09-03,2019-09-04,0.231369706143784,2019-09-03 19:00:00,193,0,0.796666666666667,24.8555471264368
"5227","SUKIA_20190903_200000",75.3333333333333,226,20,20,9,2019,"SUKIA","20190903-20",26.885,82.1533333333333,0,3,2019-09-03,2019-09-04,0.231369706143784,2019-09-03 20:00:00,194,0,0.796666666666667,24.9066804597701
"5228","SUKIA_20190903_210000",108.333333333333,325,20,21,9,2019,"SUKIA","20190903-21",26.4466666666667,81.7383333333333,0,3,2019-09-03,2019-09-04,0.231369706143784,2019-09-03 21:00:00,195,0,0.796666666666667,24.9350804597701
"5229","SUKIA_20190903_220000",116,348,20,22,9,2019,"SUKIA","20190903-22",25.59,87.425,0,3,2019-09-03,2019-09-04,0.231369706143784,2019-09-03 22:00:00,196,0,0.796666666666667,24.9420137931034
"5230","SUKIA_20190903_230000",60.6666666666667,182,20,23,9,2019,"SUKIA","20190903-23",24.5766666666667,94.0266666666667,0,3,2019-09-03,2019-09-04,0.231369706143784,2019-09-03 23:00:00,197,0,0.796666666666667,24.9131471264368
"5231","SUKIA_20190904_000000",83,249,20,0,9,2019,"SUKIA","20190904-0",23.8983333333333,96.61,0,4,2019-09-04,2019-09-04,0.231369706143784,2019-09-04,198,0.675,0,24.8891471264368
"5232","SUKIA_20190904_010000",20.3333333333333,61,20,1,9,2019,"SUKIA","20190904-1",23.3716666666667,96.8616666666667,0,4,2019-09-04,2019-09-04,0.231369706143784,2019-09-04 01:00:00,199,0.675,0,24.8843471264368
"5233","SUKIA_20190904_020000",26,78,20,2,9,2019,"SUKIA","20190904-2",22.9283333333333,97.1,0,4,2019-09-04,2019-09-04,0.231369706143784,2019-09-04 02:00:00,200,0.675,0,24.8750666666667
"5234","SUKIA_20190904_030000",14,42,20,3,9,2019,"SUKIA","20190904-3",22.525,96.03,0,4,2019-09-04,2019-09-04,0.231369706143784,2019-09-04 03:00:00,201,0.675,0,24.86
"5235","SUKIA_20190904_040000",7,21,20,4,9,2019,"SUKIA","20190904-4",22.6,94.9183333333333,0,4,2019-09-04,2019-09-04,0.231369706143784,2019-09-04 04:00:00,202,0.675,0,24.8576666666667
"5237","SUKIA_20190904_180000",16.6666666666667,50,20,18,9,2019,"SUKIA","20190904-18",24.665,89.2066666666667,0.241666666666667,4,2019-09-04,2019-09-05,0.326478156384749,2019-09-04 18:00:00,216,0.675,0,24.6038
"5238","SUKIA_20190904_190000",21,63,20,19,9,2019,"SUKIA","20190904-19",23.9283333333333,92.3216666666667,0,4,2019-09-04,2019-09-05,0.326478156384749,2019-09-04 19:00:00,217,0.675,0,24.5622666666667
"5239","SUKIA_20190904_200000",53.6666666666667,161,20,20,9,2019,"SUKIA","20190904-20",24.1316666666667,92.8683333333333,0,4,2019-09-04,2019-09-05,0.326478156384749,2019-09-04 20:00:00,218,0.675,0,24.5103333333333
"5240","SUKIA_20190904_210000",61,183,20,21,9,2019,"SUKIA","20190904-21",24.27,91.5166666666667,0,4,2019-09-04,2019-09-05,0.326478156384749,2019-09-04 21:00:00,219,0.675,0,24.4302
"5241","SUKIA_20190904_220000",131,393,20,22,9,2019,"SUKIA","20190904-22",24.4716666666667,91.4116666666667,0,4,2019-09-04,2019-09-05,0.326478156384749,2019-09-04 22:00:00,220,0.675,0,24.3624666666667
"5242","SUKIA_20190904_230000",83.6666666666667,251,20,23,9,2019,"SUKIA","20190904-23",23.6433333333333,94.9316666666667,0,4,2019-09-04,2019-09-05,0.326478156384749,2019-09-04 23:00:00,221,0.675,0,24.296
"5243","SUKIA_20190905_000000",56,168,20,0,9,2019,"SUKIA","20190905-0",23.3566666666667,96.9133333333333,0,5,2019-09-05,2019-09-05,0.326478156384749,2019-09-05,222,0.241666666666667,0.675,24.2634666666667
"5244","SUKIA_20190905_010000",9.33333333333333,28,20,1,9,2019,"SUKIA","20190905-1",23.225,97.2866666666667,0,5,2019-09-05,2019-09-05,0.326478156384749,2019-09-05 01:00:00,223,0.241666666666667,0.675,24.2308
"5245","SUKIA_20190905_020000",13,39,20,2,9,2019,"SUKIA","20190905-2",23.12,98.1216666666667,0,5,2019-09-05,2019-09-05,0.326478156384749,2019-09-05 02:00:00,224,0.241666666666667,0.675,24.2006666666667
"5246","SUKIA_20190905_030000",19.6666666666667,59,20,3,9,2019,"SUKIA","20190905-3",22.7583333333333,98.0266666666667,0,5,2019-09-05,2019-09-05,0.326478156384749,2019-09-05 03:00:00,225,0.241666666666667,0.675,24.1745333333333
"5247","SUKIA_20190905_040000",19.3333333333333,58,20,4,9,2019,"SUKIA","20190905-4",22.5233333333333,98.2316666666667,0,5,2019-09-05,2019-09-05,0.326478156384749,2019-09-05 04:00:00,226,0.241666666666667,0.675,24.1657333333333
"5249","SUKIA_20190905_180000",1.66666666666667,5,20,18,9,2019,"SUKIA","20190905-18",21.0566666666667,95.2766666666667,0.09,5,2019-09-05,2019-09-06,0.429412441182618,2019-09-05 18:00:00,240,0.241666666666667,0.675,24.9123862068966
"5250","SUKIA_20190905_190000",46,138,20,19,9,2019,"SUKIA","20190905-19",22.6466666666667,91.4666666666667,0,5,2019-09-05,2019-09-06,0.429412441182618,2019-09-05 19:00:00,241,0.241666666666667,0.675,24.9139862068966
"5251","SUKIA_20190905_200000",39.3333333333333,118,20,20,9,2019,"SUKIA","20190905-20",25.0233333333333,80.985,0,5,2019-09-05,2019-09-06,0.429412441182618,2019-09-05 20:00:00,242,0.241666666666667,0.675,24.7948528735632
"5252","SUKIA_20190905_210000",89.6666666666667,269,20,21,9,2019,"SUKIA","20190905-21",25.1466666666667,82.205,0,5,2019-09-05,2019-09-06,0.429412441182618,2019-09-05 21:00:00,243,0.241666666666667,0.675,24.6902528735632
"5253","SUKIA_20190905_220000",113.333333333333,340,20,22,9,2019,"SUKIA","20190905-22",24.2433333333333,82.8983333333333,0,5,2019-09-05,2019-09-06,0.429412441182618,2019-09-05 22:00:00,244,0.241666666666667,0.675,24.6112528735632
"5254","SUKIA_20190905_230000",88.6666666666667,266,20,23,9,2019,"SUKIA","20190905-23",23.05,87.9633333333333,0,5,2019-09-05,2019-09-06,0.429412441182618,2019-09-05 23:00:00,245,0.241666666666667,0.675,24.5333862068966
"5255","SUKIA_20190906_000000",59,177,20,0,9,2019,"SUKIA","20190906-0",22.465,89.715,0,6,2019-09-06,2019-09-06,0.429412441182618,2019-09-06,246,3.155,0.241666666666667,24.4845862068966
