"sound.files","selec","start","end","template","scores","detection.class","reference.row","overlap","pred.class"
"LAGCHIMU_20190709_200000_5min_cut.wav",259,115.781711684534,115.839492877534,"mean.PC1-1",0.668536336379846,"true.positive","18",0.987414090516224,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",274,119.422547522053,119.480328715053,"mean.PC1-1",0.492842798227714,"true.positive (split)","20",0.765234690530704,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",275,120.717376328514,120.775157521514,"mean.PC1-1",0.503910983032669,"true.positive","21",0.780466660116381,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",292,123.884833892704,123.942615085704,"mean.PC1-1",0.526174280406359,"true.positive","22",0.952739936085956,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",294,127.396882994097,127.454664187097,"mean.PC1-1",0.482549256748127,"true.positive","23",0.743146569184039,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",299,128.200929914238,128.258711107238,"mean.PC1-1",0.440787922159072,"true.positive","24",0.739289779053292,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",303,130.741857410786,130.799638603786,"mean.PC1-1",0.476251375622363,"true.positive","26",0.879575151723087,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",305,133.317592133315,133.375373326315,"mean.PC1-1",0.722960917583193,"true.positive","27",0.978455682035742,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",308,134.807341405264,134.865122598264,"mean.PC1-1",0.609748955569066,"true.positive","28",0.867450834680376,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",313,136.02211359197,136.07989478497,"mean.PC1-1",0.745169410190761,"true.positive","29",0.904962918658849,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",317,138.486465191362,138.544246384362,"mean.PC1-1",0.558839142043988,"true.positive","30",0.897137798919385,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",318,141.284966160163,141.342747353163,"mean.PC1-1",0.541636311637233,"true.positive","31",0.853911069335771,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",322,144.240099645874,144.297880838874,"mean.PC1-1",0.600821235872531,"true.positive","32",0.838882930332011,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",329,145.319123651258,145.376904844258,"mean.PC1-1",0.480646662150195,"true.positive (split)","33",0.856077853031553,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",332,146.648759683698,146.706540876698,"mean.PC1-1",0.435958144468091,"true.positive","34",0.921448547922426,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",338,154.188004830991,154.245786023991,"mean.PC1-1",0.65009503026219,"true.positive","36",0.920619565175722,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",340,155.649908322156,155.707689515156,"mean.PC1-1",0.480494825806401,"true.positive","37",0.839341872110811,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",341,157.487729853906,157.545511046906,"mean.PC1-1",0.58341209808518,"true.positive","38",0.877781190114084,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",351,160.230539261138,160.288320454138,"mean.PC1-1",0.781203887128229,"true.positive","39",0.756348290493226,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",448,203.645592226134,203.703373419134,"mean.PC1-1",0.733746023066053,"true.positive","42",0.694325367745855,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",449,203.732610291084,203.790391484084,"mean.PC1-1",0.519661539305174,"true.positive","43",0.765939672440415,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",453,206.374478742975,206.432259935975,"mean.PC1-1",0.464494682174047,"true.positive","44",0.728368175222873,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",470,209.816913392408,209.874694585408,"mean.PC1-1",0.77006899030998,"true.positive","46",0.686759806003872,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",523,252.219076081382,252.276857274382,"mean.PC1-1",0.735140361039971,"true.positive","50",0.386517409172564,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",526,253.635730178773,253.693511371773,"mean.PC1-1",0.436440016606265,"true.positive","51",0.734689290540052,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",553,267.774425371895,267.832206564895,"mean.PC1-1",0.491136067689103,"true.positive","54",0.709371816187143,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",574,270.844422703341,270.902203896341,"mean.PC1-1",0.514444729855715,"true.positive","55",0.314892657847546,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",581,275.546878933254,275.604660126254,"mean.PC1-1",0.615292793930434,"true.positive","56",0.377967485928147,"true.positive"
"LAGCHIMU_20190709_200000_5min_cut.wav",597,284.582834797692,284.640615990692,"mean.PC1-1",0.4891566520256,"true.positive","58",0.4505336949363,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",50,59.6863862949827,59.7441674879827,"mean.PC1-1",0.615302128955413,"true.positive","75",0.396461172317269,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",56,69.4706975179925,69.5284787109926,"mean.PC1-1",0.612416886801288,"true.positive","76",0.288314262104625,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",93,156.687163656363,156.744944849363,"mean.PC1-1",0.430120210080013,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",113,172.566220148491,172.624001341491,"mean.PC1-1",0.620466209700473,"true.positive","77",0.85819854373982,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",138,214.105163633158,214.162944826158,"mean.PC1-1",0.604551645717652,"true.positive","79",0.688744279010066,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",196,272.38638281426,272.44416400726,"mean.PC1-1",0.643492306930375,"true.positive (split)","80",0.608687566252854,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",205,281.258744716591,281.316525909591,"mean.PC1-1",0.628731993497858,"true.positive","82",0.643992012574938,"true.positive"
"LAGCHIMU_20190713_000000_5min_cut.wav",211,292.327442578267,292.385223771267,"mean.PC1-1",0.700080949819327,"true.positive","83",0.360978819728395,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",18,10.113935054105,10.1717162471051,"mean.PC1-1",0.489750429661194,"true.positive (split)","85",0.190644836148217,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",49,18.7043584259971,18.7621396189971,"mean.PC1-1",0.609751356536871,"true.positive","88",0.57770301846483,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",50,18.8157415491334,18.8735227421335,"mean.PC1-1",0.430478344673145,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",55,19.2612740416789,19.3190552346789,"mean.PC1-1",0.578171976261751,"true.positive (split)","89",0.360881638988013,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",69,22.9578014407669,23.015582633767,"mean.PC1-1",0.566555703327881,"true.positive (split)","90",0.307909906196739,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",160,118.113795825201,118.171577018201,"mean.PC1-1",0.479014563906134,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",169,128.305351592178,128.363132785178,"mean.PC1-1",0.474731786946922,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",230,214.996228618249,215.054009811249,"mean.PC1-1",0.615228993612121,"true.positive (split)","91",0.847876928417591,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",237,218.45954760327,218.51732879627,"mean.PC1-1",0.567813006102372,"true.positive (split)","92",0.716213688138075,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",245,222.855700244559,222.913481437559,"mean.PC1-1",0.650910079077247,"true.positive (split)","93",0.749147721671885,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",254,226.117137318895,226.174918511895,"mean.PC1-1",0.556223069085904,"true.positive (split)","94",0.707190490575156,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",261,228.940003345882,228.997784538882,"mean.PC1-1",0.664460923341305,"true.positive","95",0.732405917822631,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",264,230.749979096848,230.807760289848,"mean.PC1-1",0.506907881897805,"true.positive (split)","96",0.688974133826078,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",266,233.061178901928,233.118960094928,"mean.PC1-1",0.482631618684132,"true.positive (split)","97",0.63410023154733,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",278,242.688857608027,242.746638801027,"mean.PC1-1",0.673736196811411,"true.positive","99",0.688603088619573,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",285,247.394794560539,247.452575753539,"mean.PC1-1",0.531102452880308,"true.positive","101",0.695693614962068,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",290,250.266390703898,250.324171896898,"mean.PC1-1",0.520518344355055,"true.positive","102",0.708054205452768,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",293,250.941650887912,250.999432080912,"mean.PC1-1",0.654754764332931,"true.positive","103",0.603344731237461,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",296,252.605436289762,252.663217482762,"mean.PC1-1",0.458126443951728,"true.positive","104",0.594326565553001,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",306,262.455881242134,262.513662435134,"mean.PC1-1",0.439430837742931,"true.positive","106",0.670968746082114,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",308,265.59549302554,265.65327421854,"mean.PC1-1",0.653446472661181,"true.positive","107",0.4822215410151,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",310,267.137453136459,267.195234329459,"mean.PC1-1",0.466010592751431,"true.positive","108",0.733463637610503,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",314,270.997574497654,271.055355690654,"mean.PC1-1",0.494751528552677,"true.positive","109",0.75244366749756,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",317,273.110373114646,273.168154307646,"mean.PC1-1",0.717331475093264,"true.positive (split)","110",0.696877723034724,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",332,277.134088437948,277.191869630948,"mean.PC1-1",0.66439956977554,"true.positive","111",0.488063829717322,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",342,291.244937850286,291.302719043286,"mean.PC1-1",0.472007900309102,"true.positive","115",0.503757572053973,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",343,293.420389474043,293.478170667043,"mean.PC1-1",0.480012313825187,"true.positive","116",0.537154751018248,"true.positive"
"LAGCHIMU_20190714_000000_5min_cut.wav",345,294.617758047759,294.675539240759,"mean.PC1-1",0.759449526932715,"true.positive (split)","117",0.721952501211879,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",156,112.607292675147,112.665073868147,"mean.PC1-1",0.535033653376486,"true.positive (split)","120",0.346353912570724,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",160,115.123855113509,115.181636306509,"mean.PC1-1",0.502848401046115,"true.positive","121",0.739865038754353,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",212,138.232372441707,138.290153634707,"mean.PC1-1",0.623467234564441,"true.positive (split)","125",0.521002823721344,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",226,144.939724888075,144.997506081075,"mean.PC1-1",0.554877535677304,"true.positive","126",0.790515938704215,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",237,151.142372557731,151.200153750731,"mean.PC1-1",0.613426921128282,"true.positive (split)","127",0.49656684183452,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",242,153.871259074572,153.929040267572,"mean.PC1-1",0.503122154876153,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",249,159.409088728008,159.466869921008,"mean.PC1-1",0.438727731986675,"true.positive","128",0.543263812519145,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",269,170.829339572083,170.887120765083,"mean.PC1-1",0.584539533223837,"true.positive (split)","130",0.539383989799915,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",277,174.529347693769,174.587128886769,"mean.PC1-1",0.51100150667976,"true.positive","131",0.600603785663045,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",385,260.214295889014,260.272077082014,"mean.PC1-1",0.599970578362638,"true.positive (split)","133",0.721010887846737,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",429,277.753657060394,277.811438253394,"mean.PC1-1",0.561033632154824,"true.positive (split)","134",0.704786911753493,"true.positive"
"LAGCHIMU_20190715_040000_5min_cut.wav",445,281.871351893841,281.929133086841,"mean.PC1-1",0.572101370962311,"true.positive (split)","136",0.742344092636247,"true.positive"
"LAGCHIMU_20190716_020000_5min_cut.wav",78,112.140875847014,112.198657040014,"mean.PC1-1",0.453351318316991,"true.positive","138",0.496293213489286,"true.positive"
"LAGCHIMU_20190716_020000_5min_cut.wav",132,214.67948286183,214.73726405483,"mean.PC1-1",0.541439178814996,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190716_020000_5min_cut.wav",143,218.713640352925,218.771421545925,"mean.PC1-1",0.577841039415125,"true.positive","139",0.613695280684805,"true.positive"
"LAGCHIMU_20190716_020000_5min_cut.wav",146,222.758240011814,222.816021204814,"mean.PC1-1",0.449422074842785,"true.positive","140",0.520417568642846,"true.positive"
"LAGCHIMU_20190718_030000_5min_cut.wav",77,65.7219592799343,65.7797404729344,"mean.PC1-1",0.633324085905284,"true.positive","141",0.414151949655815,"true.positive"
"LAGCHIMU_20190718_030000_5min_cut.wav",128,108.538327958072,108.596109151072,"mean.PC1-1",0.656702174914821,"true.positive","142",0.507092368036301,"true.positive"
"LAGCHIMU_20190718_030000_5min_cut.wav",311,284.276531209067,284.334312402067,"mean.PC1-1",0.578073593185554,"true.positive (split)","143",0.710275881487877,"true.positive"
"LAGCHIMU_20190719_010000_5min_cut.wav",137,49.9403630205509,49.9981442135509,"mean.PC1-1",0.550836259313827,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",5,7.56256538976273,7.62034658276277,"mean.PC1-1",0.632488836534588,"true.positive","155",0.427133635645596,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",7,14.4892033598053,14.5469845528054,"mean.PC1-1",0.586956825153235,"true.positive (split)","157",0.230793188855953,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",14,19.3935415004033,19.4513226934033,"mean.PC1-1",0.497367808356949,"true.positive","159",0.699849920138634,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",15,22.3277906505269,22.3855718435269,"mean.PC1-1",0.569433362628709,"true.positive (split)","160",0.252602296943941,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",20,25.6379578412357,25.6957390342357,"mean.PC1-1",0.567453284828154,"true.positive (split)","161",0.123164868513978,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",23,30.4135092457072,30.4712904387073,"mean.PC1-1",0.511479070289675,"true.positive","163",0.355858981551,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",34,36.7553858192839,36.8131670122839,"mean.PC1-1",0.546047363596812,"true.positive (split)","166",0.291872169557036,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",42,41.3534203712569,41.4112015642569,"mean.PC1-1",0.473652684144071,"true.positive","167",0.489216125384148,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",59,61.3919403680082,61.4497215610083,"mean.PC1-1",0.580261388935381,"true.positive","168",0.371833694598733,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",68,72.7530189279173,72.8108001209173,"mean.PC1-1",0.444627091608866,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",103,88.0925634173533,88.1503446103533,"mean.PC1-1",0.534263258986272,"true.positive (split/merged)","170-171",NA,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",103,88.0925634173533,88.1503446103533,"mean.PC1-1",0.534263258986272,"true.positive (split/merged)","170-171",NA,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",108,92.1336823536444,92.1914635466445,"mean.PC1-1",0.537614563824631,"true.positive","172",0.580078693899599,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",109,92.2589883671728,92.3167695601729,"mean.PC1-1",0.51041103062291,"true.positive (split)","173",0.299205738355124,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",121,94.9252218772495,94.9830030702496,"mean.PC1-1",0.551995262837972,"true.positive","174",0.371100809174437,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",123,101.576882762049,101.634663955049,"mean.PC1-1",0.573590340762889,"true.positive (split)","175",0.545231983933263,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",149,127.073175792482,127.130956985482,"mean.PC1-1",0.47813370412865,"true.positive (split)","178",0.633923249960054,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",155,131.772151299798,131.829932492798,"mean.PC1-1",0.554303969514158,"true.positive","179",0.389436464888366,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",157,136.088247321332,136.146028514332,"mean.PC1-1",0.54370935203775,"true.positive","181",0.581735062345649,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",158,137.184674939705,137.242456132705,"mean.PC1-1",0.634749979366348,"true.positive (split)","182",0.271733373564989,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",172,142.388355223732,142.446136416732,"mean.PC1-1",0.602026999525452,"true.positive (split)","184",0.584757760116535,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",183,147.769552360258,147.827333553258,"mean.PC1-1",0.450934016719155,"true.positive","185",0.746088438214614,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",187,159.523952573742,159.581733766742,"mean.PC1-1",0.617198355077609,"true.positive (split)","187",0.452743917750912,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",201,162.207589696809,162.265370889809,"mean.PC1-1",0.53618530648975,"true.positive (split)","188",0.288480891373321,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",211,165.799695417957,165.857476610957,"mean.PC1-1",0.436376708003703,"true.positive","189",0.403124570245652,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",212,168.309296411123,168.367077604123,"mean.PC1-1",0.459668713587372,"true.positive","190",0.742022468652906,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",214,173.279768281083,173.337549474083,"mean.PC1-1",0.504129637992419,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",220,177.160773977866,177.218555170866,"mean.PC1-1",0.548931553057575,"true.positive","191",0.577623920745618,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",239,206.405805246357,206.463586439357,"mean.PC1-1",0.583976633408819,"true.positive (split)","193",0.509168198699389,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",255,212.162920423468,212.220701616468,"mean.PC1-1",0.612768603394345,"true.positive (split)","195",0.4757805171306,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",263,217.119469403036,217.177250596036,"mean.PC1-1",0.50590204121492,"true.positive","196",0.612602090074535,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",267,228.421375678779,228.479156871779,"mean.PC1-1",0.611848311416037,"true.positive (split)","197",0.736274618431563,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",309,254.697350571166,254.755131764166,"mean.PC1-1",0.486900632905071,"true.positive","200",0.662088953468869,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",340,278.150459436567,278.208240629567,"mean.PC1-1",0.445611568696616,"true.positive","204",0.709868391680489,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",342,282.396941006141,282.454722199141,"mean.PC1-1",0.435636152532415,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190719_200000_5min_cut.wav",348,285.230249200922,285.288030393922,"mean.PC1-1",0.55780949895869,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",39,12.4529806399687,12.5107618329687,"mean.PC1-1",0.515079608664017,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",205,69.2200854909357,69.2778666839358,"mean.PC1-1",0.485399962180487,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",225,74.1174621863377,74.1752433793377,"mean.PC1-1",0.58668536366601,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",243,79.4394870386971,79.4972682316971,"mean.PC1-1",0.494577832640402,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",253,81.9699723674513,82.0277535604513,"mean.PC1-1",0.600374687038615,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",392,132.704984956065,132.762766149065,"mean.PC1-1",0.561817867875176,"true.positive (split)","210",0.661778089391541,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",449,152.987155534677,153.044936727677,"mean.PC1-1",0.483693061141131,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",469,159.231571875509,159.289353068509,"mean.PC1-1",0.574147974757426,"true.positive (split)","216",0.644719847797088,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",607,201.010685219439,201.068466412439,"mean.PC1-1",0.518374534472537,"true.positive","223",0.598423246740537,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",626,211.647773478962,211.705554671962,"mean.PC1-1",0.439117937167473,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",651,219.068674057922,219.126455250922,"mean.PC1-1",0.538258964071653,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",840,276.685075222804,276.742856415804,"mean.PC1-1",0.463965154834411,"true.positive","230",0.361126322069704,"true.positive"
"LAGCHIMU_20190720_210000_5min_cut.wav",859,283.051316854567,283.109098047567,"mean.PC1-1",0.531505214713225,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",36,55.5304035129571,55.5881847059571,"mean.PC1-1",0.442533955517502,"false.positive",NA,NA,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",45,61.4719969877625,61.5297781807625,"mean.PC1-1",0.551153140914957,"true.positive","239",0.331326527118526,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",48,64.7612798428832,64.8190610358832,"mean.PC1-1",0.500533453904555,"true.positive (split)","240",0.336605206608153,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",54,71.454709398859,71.5124905918591,"mean.PC1-1",0.62430000901496,"true.positive (split)","242",0.35687737954812,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",65,74.5838790144712,74.6416602074713,"mean.PC1-1",0.627587315953727,"true.positive","243",0.480527823391718,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",66,75.8090933689712,75.8668745619713,"mean.PC1-1",0.504922361766923,"true.positive","244",0.355108365961731,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",67,77.8105088628277,77.8682900558278,"mean.PC1-1",0.581539609211882,"true.positive","245",0.307680723495107,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",69,80.7621616259414,80.8199428189414,"mean.PC1-1",0.482604159781103,"true.positive","247",0.503201010875586,"true.positive"
"LAGCHIMU_20190724_000000_5min_cut.wav",70,81.8585892443149,81.916370437315,"mean.PC1-1",0.477466181601567,"true.positive","248",0.374808665004575,"true.positive"
