Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	template	scores	detection.class	reference.row	overlap	pred.class	old.selec
10.6499663341988	10.7077475271988	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	10.6499663341988	1	Spectrogram 1	1	mean.PC1-1	0.702447952626614	true.positive	1	0.379193855622933	true.positive	27
10.7717916251292	10.8295728181292	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	10.7717916251292	2	Spectrogram 1	1	mean.PC1-1	0.453201324294835	false.positive	NA	NA	true.positive	28
12.6792276088394	12.7370088018394	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	12.6792276088394	3	Spectrogram 1	1	mean.PC1-1	0.621670483586049	true.positive (split)	2	0.492843695179729	true.positive	32
15.5473430296008	15.6051242226008	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	15.5473430296008	4	Spectrogram 1	1	mean.PC1-1	0.536192635496608	true.positive (split)	65	0.69372708224769	true.positive	64
18.6625897548209	18.720370947821	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	18.6625897548209	5	Spectrogram 1	1	mean.PC1-1	0.463586309817548	true.positive	66	0.60310516926176	true.positive	76
19.8564776059388	19.9142587989388	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	19.8564776059388	6	Spectrogram 1	1	mean.PC1-1	0.445105701048056	true.positive	67	0.73817412268119	true.positive	80
23.4659869400766	23.5237681330766	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	23.4659869400766	7	Spectrogram 1	1	mean.PC1-1	0.440016705954246	true.positive	68	0.678571929787392	true.positive	84
27.1868793973507	27.2446605903507	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	27.1868793973507	8	Spectrogram 1	1	mean.PC1-1	0.540279632894701	true.positive	4	0.719784572048704	true.positive	86
31.1618646042797	31.2196457972797	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	31.1618646042797	9	Spectrogram 1	1	mean.PC1-1	0.768465647411391	true.positive	69	0.684342830058565	true.positive	89
39.9820156676404	40.0397968606405	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	39.9820156676404	10	Spectrogram 1	1	mean.PC1-1	0.518161960853568	true.positive (split)	5	0.558543901238986	true.positive	107
43.9744044875594	44.0321856805595	LAGCHIMU_20190709_200000_5min_cut.wav	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190709_200000_5min_cut.wav	43.9744044875594	11	Spectrogram 1	1	mean.PC1-1	0.715539943053027	true.positive	7	0.45643372121927	true.positive	119
