Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	74.373996347	74.455874064	2103.729	2307.315	LAGCHIMU_20190909_230000_5min_cut.wav	74.3740	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
1	Selection Spectrum 1	1	74.373996347	74.455874064	2103.729	2307.315	LAGCHIMU_20190909_230000_5min_cut.wav	74.3740	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
2	Spectrogram 1	1	78.893646319	78.967336264	2307.315	2495.241	LAGCHIMU_20190909_230000_5min_cut.wav	78.8936	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
2	Selection Spectrum 1	1	78.893646319	78.967336264	2307.315	2495.241	LAGCHIMU_20190909_230000_5min_cut.wav	78.8936	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
3	Spectrogram 1	1	83.613105650	83.694983366	2171.591	2286.435	LAGCHIMU_20190909_230000_5min_cut.wav	83.6131	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
3	Selection Spectrum 1	1	83.613105650	83.694983366	2171.591	2286.435	LAGCHIMU_20190909_230000_5min_cut.wav	83.6131	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
4	Spectrogram 1	1	88.952333446	89.042398935	2275.994	2385.618	LAGCHIMU_20190909_230000_5min_cut.wav	88.9523	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
4	Selection Spectrum 1	1	88.952333446	89.042398935	2275.994	2385.618	LAGCHIMU_20190909_230000_5min_cut.wav	88.9523	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
5	Spectrogram 1	1	91.411287953	91.501353442	2166.371	2364.737	LAGCHIMU_20190909_230000_5min_cut.wav	91.4113	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
5	Selection Spectrum 1	1	91.411287953	91.501353442	2166.371	2364.737	LAGCHIMU_20190909_230000_5min_cut.wav	91.4113	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
6	Spectrogram 1	1	94.582762905	94.664640622	2159.662	2309.843	LAGCHIMU_20190909_230000_5min_cut.wav	94.5828	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
6	Selection Spectrum 1	1	94.582762905	94.664640622	2159.662	2309.843	LAGCHIMU_20190909_230000_5min_cut.wav	94.5828	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
8	Spectrogram 1	1	102.491477680	102.556979854	2226.397	2464.387	LAGCHIMU_20190909_230000_5min_cut.wav	102.4915	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
8	Selection Spectrum 1	1	102.491477680	102.556979854	2226.397	2464.387	LAGCHIMU_20190909_230000_5min_cut.wav	102.4915	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
9	Spectrogram 1	1	104.030038077	104.097587193	2137.843	2259.605	LAGCHIMU_20190909_230000_5min_cut.wav	104.0300	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
9	Selection Spectrum 1	1	104.030038077	104.097587193	2137.843	2259.605	LAGCHIMU_20190909_230000_5min_cut.wav	104.0300	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
10	Spectrogram 1	1	112.963484081	113.039220969	2171.051	2282.082	LAGCHIMU_20190909_230000_5min_cut.wav	112.9635	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
10	Selection Spectrum 1	1	112.963484081	113.039220969	2171.051	2282.082	LAGCHIMU_20190909_230000_5min_cut.wav	112.9635	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
11	Spectrogram 1	1	169.548271564	169.621961509	2132.308	2370.298	LAGCHIMU_20190909_230000_5min_cut.wav	169.5483	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
11	Selection Spectrum 1	1	169.548271564	169.621961509	2132.308	2370.298	LAGCHIMU_20190909_230000_5min_cut.wav	169.5483	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
12	Spectrogram 1	1	199.749308488	199.806622890	2159.982	2265.140	LAGCHIMU_20190909_230000_5min_cut.wav	199.7493	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
12	Selection Spectrum 1	1	199.749308488	199.806622890	2159.982	2265.140	LAGCHIMU_20190909_230000_5min_cut.wav	199.7493	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
13	Spectrogram 1	1	205.437903305	205.497264649	2237.466	2326.021	LAGCHIMU_20190909_230000_5min_cut.wav	205.4379	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
13	Selection Spectrum 1	1	205.437903305	205.497264649	2237.466	2326.021	LAGCHIMU_20190909_230000_5min_cut.wav	205.4379	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
14	Spectrogram 1	1	209.327447819	209.388856107	2154.447	2364.763	LAGCHIMU_20190909_230000_5min_cut.wav	209.3274	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
14	Selection Spectrum 1	1	209.327447819	209.388856107	2154.447	2364.763	LAGCHIMU_20190909_230000_5min_cut.wav	209.3274	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
15	Spectrogram 1	1	212.409080692	212.452066493	2259.605	2364.763	LAGCHIMU_20190909_230000_5min_cut.wav	212.4091	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/LAGCHIMU_20190909_230000_5min_cut.wav
