Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	3.502725474	3.566411392	2044.935	2384.527	LAGCHIMU_20190812_190000_5min_cut.wav	3.5027	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
2	Spectrogram 1	1	26.636128533	26.757710740	2148.289	2303.320	LAGCHIMU_20190812_190000_5min_cut.wav	26.6361	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
3	Spectrogram 1	1	29.722000728	29.803055532	2244.260	2347.615	LAGCHIMU_20190812_190000_5min_cut.wav	29.7220	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
4	Spectrogram 1	1	38.836536901	38.871274674	2384.527	2583.853	LAGCHIMU_20190812_190000_5min_cut.wav	38.8365	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
5	Spectrogram 1	1	147.025345898	147.112190332	2199.966	2377.144	LAGCHIMU_20190812_190000_5min_cut.wav	147.0253	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
6	Spectrogram 1	1	151.011750981	151.150702074	2081.847	2281.173	LAGCHIMU_20190812_190000_5min_cut.wav	151.0118	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
7	Spectrogram 1	1	157.802995745	157.941946838	2244.260	2369.762	LAGCHIMU_20190812_190000_5min_cut.wav	157.8030	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
8	Spectrogram 1	1	159.823576225	159.927789545	2111.377	2391.909	LAGCHIMU_20190812_190000_5min_cut.wav	159.8236	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
9	Spectrogram 1	1	172.777166955	172.869801018	2222.113	2362.379	LAGCHIMU_20190812_190000_5min_cut.wav	172.7772	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
10	Spectrogram 1	1	244.999989903	245.063675821	2103.994	2347.615	LAGCHIMU_20190812_190000_5min_cut.wav	245.0000	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
11	Spectrogram 1	1	246.679145396	246.754410572	1904.668	2251.643	LAGCHIMU_20190812_190000_5min_cut.wav	246.6791	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
12	Spectrogram 1	1	248.416034061	248.514457752	2251.643	2443.586	LAGCHIMU_20190812_190000_5min_cut.wav	248.4160	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
13	Spectrogram 1	1	252.629158105	252.820215858	2229.496	2391.909	LAGCHIMU_20190812_190000_5min_cut.wav	252.6292	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
14	Spectrogram 1	1	272.780586265	272.890589214	1971.110	2251.643	LAGCHIMU_20190812_190000_5min_cut.wav	272.7806	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
15	Spectrogram 1	1	276.016988811	276.132781388	2236.878	2458.351	LAGCHIMU_20190812_190000_5min_cut.wav	276.0170	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190812_190000_5min_cut.wav
