Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	10.676700000	10.758577717	2135.191	2378.319	LAGCHIMU_20190709_200000_5min_cut.wav	10.6767	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
3	Spectrogram 1	1	12.701700000	12.773343002	2214.629	2366.283	LAGCHIMU_20190709_200000_5min_cut.wav	12.7017	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
4	Spectrogram 1	1	26.908400000	26.963667459	1999.843	2349.595	LAGCHIMU_20190709_200000_5min_cut.wav	26.9084	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
5	Spectrogram 1	1	27.209300000	27.258426630	2124.735	2340.349	LAGCHIMU_20190709_200000_5min_cut.wav	27.2093	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
6	Spectrogram 1	1	40.011500000	40.062161838	2233.060	2417.457	LAGCHIMU_20190709_200000_5min_cut.wav	40.0115	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
7	Spectrogram 1	1	41.483000000	41.553107796	2160.843	2531.084	LAGCHIMU_20190709_200000_5min_cut.wav	41.4830	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
9	Spectrogram 1	1	43.999700000	44.070872832	2176.441	2409.618	LAGCHIMU_20190709_200000_5min_cut.wav	43.9997	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
10	Spectrogram 1	1	47.632000000	47.683347129	2124.073	2259.846	LAGCHIMU_20190709_200000_5min_cut.wav	47.6320	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
11	Spectrogram 1	1	51.133100000	51.209292514	2112.256	2297.392	LAGCHIMU_20190709_200000_5min_cut.wav	51.1331	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
12	Spectrogram 1	1	56.004300000	56.085461590	2100.439	2289.514	LAGCHIMU_20190709_200000_5min_cut.wav	56.0043	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
13	Spectrogram 1	1	59.666300000	59.798808720	2005.522	2373.041	LAGCHIMU_20190709_200000_5min_cut.wav	59.6663	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
14	Spectrogram 1	1	94.050900000	94.111112801	2222.550	2361.566	LAGCHIMU_20190709_200000_5min_cut.wav	94.0509	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
15	Spectrogram 1	1	99.562900000	99.640200697	2025.484	2285.462	LAGCHIMU_20190709_200000_5min_cut.wav	99.5629	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
16	Spectrogram 1	1	108.857100000	108.918003579	2072.752	2372.121	LAGCHIMU_20190709_200000_5min_cut.wav	108.8571	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
17	Spectrogram 1	1	111.744100000	111.807346025	2223.235	2419.390	LAGCHIMU_20190709_200000_5min_cut.wav	111.7441	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
18	Spectrogram 1	1	111.983000000	112.057958251	2146.944	2443.024	LAGCHIMU_20190709_200000_5min_cut.wav	111.9830	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
19	Spectrogram 1	1	114.142400000	114.219700696	2212.336	2630.118	LAGCHIMU_20190709_200000_5min_cut.wav	114.1424	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
20	Spectrogram 1	1	115.787200000	115.840159420	2229.496	2364.243	LAGCHIMU_20190709_200000_5min_cut.wav	115.7872	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
21	Spectrogram 1	1	116.054500000	116.112271978	2096.612	2285.462	LAGCHIMU_20190709_200000_5min_cut.wav	116.0545	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
22	Spectrogram 1	1	119.404400000	119.481700697	2072.752	2372.121	LAGCHIMU_20190709_200000_5min_cut.wav	119.4044	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
23	Spectrogram 1	1	120.723200000	120.789772378	2158.328	2594.078	LAGCHIMU_20190709_200000_5min_cut.wav	120.7232	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
24	Spectrogram 1	1	123.882300000	123.935915939	2081.847	2273.790	LAGCHIMU_20190709_200000_5min_cut.wav	123.8823	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
25	Spectrogram 1	1	127.400700000	127.473315806	2175.168	2498.171	LAGCHIMU_20190709_200000_5min_cut.wav	127.4007	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
26	Spectrogram 1	1	128.198100000	128.280085588	2132.413	2303.158	LAGCHIMU_20190709_200000_5min_cut.wav	128.1981	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
27	Spectrogram 1	1	129.671500000	129.731684249	2111.377	2277.584	LAGCHIMU_20190709_200000_5min_cut.wav	129.6715	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
28	Spectrogram 1	1	130.735500000	130.788291520	2052.317	2364.243	LAGCHIMU_20190709_200000_5min_cut.wav	130.7355	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
29	Spectrogram 1	1	133.316600000	133.362650811	2111.377	2332.850	LAGCHIMU_20190709_200000_5min_cut.wav	133.3166	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
30	Spectrogram 1	1	134.800100000	134.875058252	2190.924	2387.877	LAGCHIMU_20190709_200000_5min_cut.wav	134.8001	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
31	Spectrogram 1	1	136.016300000	136.086573360	2128.780	2354.019	LAGCHIMU_20190709_200000_5min_cut.wav	136.0163	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
32	Spectrogram 1	1	138.479100000	138.551715806	2017.605	2332.731	LAGCHIMU_20190709_200000_5min_cut.wav	138.4791	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
33	Spectrogram 1	1	141.274700000	141.344973361	2017.605	2372.121	LAGCHIMU_20190709_200000_5min_cut.wav	141.2747	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
34	Spectrogram 1	1	144.228400000	144.301015806	2112.143	2506.049	LAGCHIMU_20190709_200000_5min_cut.wav	144.2284	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
35	Spectrogram 1	1	145.317428368	145.386903914	2155.671	2318.085	LAGCHIMU_20190709_200000_5min_cut.wav	145.3174	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
36	Spectrogram 1	1	146.643800000	146.706939300	2155.671	2301.028	LAGCHIMU_20190709_200000_5min_cut.wav	146.6438	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
37	Spectrogram 1	1	148.084400000	148.135933798	1607.943	1718.237	LAGCHIMU_20190709_200000_5min_cut.wav	148.0844	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_200000_5min_cut.wav
