Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	1.555676621	1.670305424	2214.731	2377.144	LAGCHIMU_20190807_220000_5min_cut.wav	1.5557	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
1	Selection Spectrum 1	1	1.555676621	1.670305424	2214.731	2377.144	LAGCHIMU_20190807_220000_5min_cut.wav	1.5557	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
2	Spectrogram 1	1	2.999027762	3.080082566	2155.671	2428.821	LAGCHIMU_20190807_220000_5min_cut.wav	2.9990	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
2	Selection Spectrum 1	1	2.999027762	3.080082566	2155.671	2428.821	LAGCHIMU_20190807_220000_5min_cut.wav	2.9990	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
3	Spectrogram 1	1	6.275957710	6.362802143	2067.082	2303.320	LAGCHIMU_20190807_220000_5min_cut.wav	6.2760	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
3	Selection Spectrum 1	1	6.275957710	6.362802143	2067.082	2303.320	LAGCHIMU_20190807_220000_5min_cut.wav	6.2760	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
4	Spectrogram 1	1	8.237845208	8.324689641	2229.496	2369.762	LAGCHIMU_20190807_220000_5min_cut.wav	8.2378	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
4	Selection Spectrum 1	1	8.237845208	8.324689641	2229.496	2369.762	LAGCHIMU_20190807_220000_5min_cut.wav	8.2378	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
5	Spectrogram 1	1	11.746608083	11.862400661	2244.260	2354.997	LAGCHIMU_20190807_220000_5min_cut.wav	11.7466	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
5	Selection Spectrum 1	1	11.746608083	11.862400661	2244.260	2354.997	LAGCHIMU_20190807_220000_5min_cut.wav	11.7466	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
6	Spectrogram 1	1	18.603420957	18.701844648	2199.966	2399.292	LAGCHIMU_20190807_220000_5min_cut.wav	18.6034	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
6	Selection Spectrum 1	1	18.603420957	18.701844648	2199.966	2399.292	LAGCHIMU_20190807_220000_5min_cut.wav	18.6034	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
7	Spectrogram 1	1	18.818604999	18.957556093	2170.436	2347.615	LAGCHIMU_20190807_220000_5min_cut.wav	18.8186	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
7	Selection Spectrum 1	1	18.818604999	18.957556093	2170.436	2347.615	LAGCHIMU_20190807_220000_5min_cut.wav	18.8186	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
8	Spectrogram 1	1	23.010296311	23.091351115	2022.787	2229.496	LAGCHIMU_20190807_220000_5min_cut.wav	23.0103	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
8	Selection Spectrum 1	1	23.010296311	23.091351115	2022.787	2229.496	LAGCHIMU_20190807_220000_5min_cut.wav	23.0103	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
9	Spectrogram 1	1	23.166616291	23.276619240	2096.612	2318.085	LAGCHIMU_20190807_220000_5min_cut.wav	23.1666	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190807_220000_5min_cut.wav
