Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	9.388220112	9.470097829	2266.408	2473.116	SUKIA_20191011_180000_5min_cut.wav	9.3882	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
2	Spectrogram 1	1	18.998839940	19.064342113	2175.349	2379.457	SUKIA_20191011_180000_5min_cut.wav	18.9988	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
3	Spectrogram 1	1	21.114691345	21.188381290	2281.173	2480.498	SUKIA_20191011_180000_5min_cut.wav	21.1147	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
4	Spectrogram 1	1	32.023062628	32.113128116	2406.674	2569.088	SUKIA_20191011_180000_5min_cut.wav	32.0231	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
5	Spectrogram 1	1	34.933936632	35.040377664	2207.348	2354.997	SUKIA_20191011_180000_5min_cut.wav	34.9339	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
6	Spectrogram 1	1	37.192270959	37.282336447	2266.408	2450.969	SUKIA_20191011_180000_5min_cut.wav	37.1923	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
7	Spectrogram 1	1	37.290524219	37.356026393	2229.496	2458.351	SUKIA_20191011_180000_5min_cut.wav	37.2905	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
8	Spectrogram 1	1	42.655550233	42.712864635	2188.966	2442.074	SUKIA_20191011_180000_5min_cut.wav	42.6556	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
9	Spectrogram 1	1	46.753265412	46.826955357	2325.467	2554.323	SUKIA_20191011_180000_5min_cut.wav	46.7533	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
10	Spectrogram 1	1	48.890273822	48.939400452	2126.142	2340.232	SUKIA_20191011_180000_5min_cut.wav	48.8903	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
11	Spectrogram 1	1	68.355156368	68.437034084	2310.702	2532.175	SUKIA_20191011_180000_5min_cut.wav	68.3552	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
12	Spectrogram 1	1	75.275196876	75.373450136	2354.997	2539.558	SUKIA_20191011_180000_5min_cut.wav	75.2752	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
13	Spectrogram 1	1	78.696355210	78.761857383	2177.819	2384.527	SUKIA_20191011_180000_5min_cut.wav	78.6964	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
14	Spectrogram 1	1	79.797610502	79.895863762	2332.850	2524.793	SUKIA_20191011_180000_5min_cut.wav	79.7976	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
15	Spectrogram 1	1	82.409509670	82.532326246	2207.348	2325.467	SUKIA_20191011_180000_5min_cut.wav	82.4095	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
16	Spectrogram 1	1	83.903002140	83.993067629	2177.819	2362.379	SUKIA_20191011_180000_5min_cut.wav	83.9030	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
17	Spectrogram 1	1	87.145359729	87.243612989	2273.790	2450.969	SUKIA_20191011_180000_5min_cut.wav	87.1454	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_180000_5min_cut.wav
