Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	59.714952286	59.788642231	2148.115	2410.246	LAGCHIMU_20190713_000000_5min_cut.wav	59.7150	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
2	Spectrogram 1	1	69.503691872	69.589663474	2206.967	2391.909	LAGCHIMU_20190713_000000_5min_cut.wav	69.5037	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
3	Spectrogram 1	1	172.557247371	172.635031202	2067.082	2369.762	LAGCHIMU_20190713_000000_5min_cut.wav	172.5572	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
4	Spectrogram 1	1	178.450919793	178.590111912	2177.819	2414.057	LAGCHIMU_20190713_000000_5min_cut.wav	178.4509	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
5	Spectrogram 1	1	214.072033253	214.178474285	2118.759	2414.057	LAGCHIMU_20190713_000000_5min_cut.wav	214.0720	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
6	Spectrogram 1	1	272.358528782	272.429709838	2071.402	2476.888	LAGCHIMU_20190713_000000_5min_cut.wav	272.3585	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
7	Spectrogram 1	1	277.423387201	277.484795488	2118.759	2362.379	LAGCHIMU_20190713_000000_5min_cut.wav	277.4234	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
8	Spectrogram 1	1	281.225223227	281.319382602	2081.847	2414.057	LAGCHIMU_20190713_000000_5min_cut.wav	281.2252	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
9	Spectrogram 1	1	292.280353142	292.354043088	2008.023	2399.292	LAGCHIMU_20190713_000000_5min_cut.wav	292.2804	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
10	Spectrogram 1	1	298.359419333	298.429015392	2148.289	2340.232	LAGCHIMU_20190713_000000_5min_cut.wav	298.3594	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
1	Selection Spectrum 1	1	59.714952286	59.788642231	2148.115	2410.246	LAGCHIMU_20190713_000000_5min_cut.wav	59.7150	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
2	Selection Spectrum 1	1	69.503691872	69.589663474	2206.967	2391.909	LAGCHIMU_20190713_000000_5min_cut.wav	69.5037	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
3	Selection Spectrum 1	1	172.557247371	172.635031202	2067.082	2369.762	LAGCHIMU_20190713_000000_5min_cut.wav	172.5572	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
4	Selection Spectrum 1	1	178.450919793	178.590111912	2177.819	2414.057	LAGCHIMU_20190713_000000_5min_cut.wav	178.4509	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
5	Selection Spectrum 1	1	214.072033253	214.178474285	2118.759	2414.057	LAGCHIMU_20190713_000000_5min_cut.wav	214.0720	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
6	Selection Spectrum 1	1	272.358528782	272.429709838	2071.402	2476.888	LAGCHIMU_20190713_000000_5min_cut.wav	272.3585	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190713_000000_5min_cut.wav
