Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	0.731873257	0.770765172	2209.814	2335.617	SUKIA_20191011_200000_5min_cut.wav	0.7319	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
1	Selection Spectrum 1	1	0.731873257	0.770765172	2209.814	2335.617	SUKIA_20191011_200000_5min_cut.wav	0.7319	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
2	Spectrogram 1	1	35.868210087	35.900961174	2209.208	2421.227	SUKIA_20191011_200000_5min_cut.wav	35.8682	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
2	Selection Spectrum 1	1	35.868210087	35.900961174	2209.208	2421.227	SUKIA_20191011_200000_5min_cut.wav	35.8682	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
3	Spectrogram 1	1	36.228472041	36.277598671	2103.198	2262.213	SUKIA_20191011_200000_5min_cut.wav	36.2285	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
3	Selection Spectrum 1	1	36.228472041	36.277598671	2103.198	2262.213	SUKIA_20191011_200000_5min_cut.wav	36.2285	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
4	Spectrogram 1	1	38.311101664	38.366369123	2209.208	2375.247	SUKIA_20191011_200000_5min_cut.wav	38.3111	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
4	Selection Spectrum 1	1	38.311101664	38.366369123	2209.208	2375.247	SUKIA_20191011_200000_5min_cut.wav	38.3111	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
5	Spectrogram 1	1	38.196472860	38.245599491	2242.416	2408.455	SUKIA_20191011_200000_5min_cut.wav	38.1965	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
5	Selection Spectrum 1	1	38.196472860	38.245599491	2242.416	2408.455	SUKIA_20191011_200000_5min_cut.wav	38.1965	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/files/converted_sound_files/SUKIA_20191011_200000_5min_cut.wav
