Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	2.112445096	2.182041155	2089.229	2281.173	LAGCHIMU_20190730_220000_5min_cut.wav	2.1124	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
2	Spectrogram 1	1	6.220016428	6.310081916	2148.289	2391.909	LAGCHIMU_20190730_220000_5min_cut.wav	6.2200	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
3	Spectrogram 1	1	18.350182908	18.432060625	2059.700	2170.436	LAGCHIMU_20190730_220000_5min_cut.wav	18.3502	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
4	Spectrogram 1	1	19.009298529	19.078894588	2037.552	2170.436	LAGCHIMU_20190730_220000_5min_cut.wav	19.0093	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
5	Spectrogram 1	1	74.026750448	74.120909822	1993.258	2347.615	LAGCHIMU_20190730_220000_5min_cut.wav	74.0268	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
6	Spectrogram 1	1	76.642743502	76.749184534	1948.963	2354.997	LAGCHIMU_20190730_220000_5min_cut.wav	76.6427	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
7	Spectrogram 1	1	82.054152097	82.127842042	2037.552	2318.085	LAGCHIMU_20190730_220000_5min_cut.wav	82.0542	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
8	Spectrogram 1	1	85.695819808	85.802260840	2185.201	2347.615	LAGCHIMU_20190730_220000_5min_cut.wav	85.6958	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
9	Spectrogram 1	1	85.818636384	85.880044671	2059.700	2377.144	LAGCHIMU_20190730_220000_5min_cut.wav	85.8186	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
10	Spectrogram 1	1	87.493035694	87.570819525	2163.054	2458.351	LAGCHIMU_20190730_220000_5min_cut.wav	87.4930	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
11	Spectrogram 1	1	94.839576310	94.950111228	2222.113	2591.235	LAGCHIMU_20190730_220000_5min_cut.wav	94.8396	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
12	Spectrogram 1	1	96.215121954	96.301093557	2140.906	2421.439	LAGCHIMU_20190730_220000_5min_cut.wav	96.2151	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
13	Spectrogram 1	1	99.090079254	99.192426400	2052.317	2465.734	LAGCHIMU_20190730_220000_5min_cut.wav	99.0901	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
14	Spectrogram 1	1	101.152463893	101.230247724	2022.787	2266.408	LAGCHIMU_20190730_220000_5min_cut.wav	101.1525	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
15	Spectrogram 1	1	103.845021563	103.930993166	2037.552	2295.938	LAGCHIMU_20190730_220000_5min_cut.wav	103.8450	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
16	Spectrogram 1	1	105.011486712	105.158866602	2170.436	2362.379	LAGCHIMU_20190730_220000_5min_cut.wav	105.0115	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
17	Spectrogram 1	1	105.588724616	105.695165648	2155.671	2399.292	LAGCHIMU_20190730_220000_5min_cut.wav	105.5887	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
18	Spectrogram 1	1	112.571090018	112.673437164	2037.552	2266.408	LAGCHIMU_20190730_220000_5min_cut.wav	112.5711	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
19	Spectrogram 1	1	115.610663988	115.696635591	2022.787	2347.615	LAGCHIMU_20190730_220000_5min_cut.wav	115.6107	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
20	Spectrogram 1	1	117.972251487	118.045941432	2074.464	2399.292	LAGCHIMU_20190730_220000_5min_cut.wav	117.9723	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
21	Spectrogram 1	1	119.568866966	119.675307998	2140.906	2362.379	LAGCHIMU_20190730_220000_5min_cut.wav	119.5689	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
22	Spectrogram 1	1	122.215427896	122.317775042	2170.436	2340.232	LAGCHIMU_20190730_220000_5min_cut.wav	122.2154	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
23	Spectrogram 1	1	124.461782179	124.555941554	2037.552	2288.555	LAGCHIMU_20190730_220000_5min_cut.wav	124.4618	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
24	Spectrogram 1	1	127.527968139	127.613939742	1948.963	2236.878	LAGCHIMU_20190730_220000_5min_cut.wav	127.5280	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190730_220000_5min_cut.wav
