Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	10.151423814	10.257864846	2110.849	2474.361	LAGCHIMU_20190714_000000_5min_cut.wav	10.1514	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
1	Selection Spectrum 1	1	10.151423814	10.257864846	2110.849	2474.361	LAGCHIMU_20190714_000000_5min_cut.wav	10.1514	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
2	Spectrogram 1	1	18.008206690	18.115314824	2255.592	2426.193	LAGCHIMU_20190714_000000_5min_cut.wav	18.0082	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
2	Selection Spectrum 1	1	18.008206690	18.115314824	2255.592	2426.193	LAGCHIMU_20190714_000000_5min_cut.wav	18.0082	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
3	Spectrogram 1	1	18.601643651	18.676908826	2198.170	2435.822	LAGCHIMU_20190714_000000_5min_cut.wav	18.6016	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
3	Selection Spectrum 1	1	18.601643651	18.676908826	2198.170	2435.822	LAGCHIMU_20190714_000000_5min_cut.wav	18.6016	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
4	Spectrogram 1	1	18.720331043	18.792701404	1999.803	2365.215	LAGCHIMU_20190714_000000_5min_cut.wav	18.7203	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
4	Selection Spectrum 1	1	18.720331043	18.792701404	1999.803	2365.215	LAGCHIMU_20190714_000000_5min_cut.wav	18.7203	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
5	Spectrogram 1	1	19.287714673	19.374559107	2197.509	2450.265	LAGCHIMU_20190714_000000_5min_cut.wav	19.2877	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
5	Selection Spectrum 1	1	19.287714673	19.374559107	2197.509	2450.265	LAGCHIMU_20190714_000000_5min_cut.wav	19.2877	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
6	Spectrogram 1	1	22.976363584	23.103735419	2109.427	2443.044	LAGCHIMU_20190714_000000_5min_cut.wav	22.9764	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
6	Selection Spectrum 1	1	22.976363584	23.103735419	2109.427	2443.044	LAGCHIMU_20190714_000000_5min_cut.wav	22.9764	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
7	Spectrogram 1	1	214.985285313	215.066340117	2078.106	2459.178	LAGCHIMU_20190714_000000_5min_cut.wav	214.9853	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
7	Selection Spectrum 1	1	214.985285313	215.066340117	2078.106	2459.178	LAGCHIMU_20190714_000000_5min_cut.wav	214.9853	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
8	Spectrogram 1	1	218.442689790	218.546903110	2078.106	2417.417	LAGCHIMU_20190714_000000_5min_cut.wav	218.4427	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
8	Selection Spectrum 1	1	218.442689790	218.546903110	2078.106	2417.417	LAGCHIMU_20190714_000000_5min_cut.wav	218.4427	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
9	Spectrogram 1	1	222.833241623	222.940349757	2219.051	2401.757	LAGCHIMU_20190714_000000_5min_cut.wav	222.8332	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
9	Selection Spectrum 1	1	222.833241623	222.940349757	2219.051	2401.757	LAGCHIMU_20190714_000000_5min_cut.wav	222.8332	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190714_000000_5min_cut.wav
