Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Selection Spectrum 1	1	195.060550037	195.216117699	2032.368	2259.025	LAGCHIMU_20190709_210000_5min_cut.wav	195.0606	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
2	Selection Spectrum 1	1	196.386969050	196.526161169	2168.541	2389.820	LAGCHIMU_20190709_210000_5min_cut.wav	196.3870	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
3	Selection Spectrum 1	1	198.425724200	198.581291862	2093.646	2314.926	LAGCHIMU_20190709_210000_5min_cut.wav	198.4257	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
4	Selection Spectrum 1	1	199.596575552	199.735767670	2025.560	2308.117	LAGCHIMU_20190709_210000_5min_cut.wav	199.5966	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
5	Selection Spectrum 1	1	201.758147277	201.864588309	2154.923	2515.779	LAGCHIMU_20190709_210000_5min_cut.wav	201.7581	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
6	Selection Spectrum 1	1	191.740098708	191.879290827	2243.435	2430.672	LAGCHIMU_20190709_210000_5min_cut.wav	191.7401	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
7	Selection Spectrum 1	1	168.337959940	168.509903146	2140.906	2384.527	LAGCHIMU_20190709_210000_5min_cut.wav	168.3380	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
8	Selection Spectrum 1	1	163.232698382	163.363702729	2076.624	2295.938	LAGCHIMU_20190709_210000_5min_cut.wav	163.2327	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
9	Selection Spectrum 1	1	152.048435573	152.179439920	2025.560	2301.308	LAGCHIMU_20190709_210000_5min_cut.wav	152.0484	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
10	Selection Spectrum 1	1	144.452866583	144.624809789	1994.921	2287.691	LAGCHIMU_20190709_210000_5min_cut.wav	144.4529	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
11	Selection Spectrum 1	1	141.480705460	141.644460894	2148.115	2396.629	LAGCHIMU_20190709_210000_5min_cut.wav	141.4807	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
12	Selection Spectrum 1	1	138.931005771	139.078385661	1981.304	2342.160	LAGCHIMU_20190709_210000_5min_cut.wav	138.9310	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
13	Selection Spectrum 1	1	130.988371472	131.119375819	2022.787	2263.861	LAGCHIMU_20190709_210000_5min_cut.wav	130.9884	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
14	Selection Spectrum 1	1	125.298475430	125.396728691	2074.464	2525.992	LAGCHIMU_20190709_210000_5min_cut.wav	125.2985	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
15	Selection Spectrum 1	1	117.765353656	117.912733547	1960.878	2331.947	LAGCHIMU_20190709_210000_5min_cut.wav	117.7654	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
16	Selection Spectrum 1	1	113.733667292	113.872859410	1991.517	2362.379	LAGCHIMU_20190709_210000_5min_cut.wav	113.7337	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
17	Selection Spectrum 1	1	69.201930190	69.316558994	2148.289	2369.762	LAGCHIMU_20190709_210000_5min_cut.wav	69.2019	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
18	Selection Spectrum 1	1	66.385088849	66.532468739	2089.229	2332.850	LAGCHIMU_20190709_210000_5min_cut.wav	66.3851	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
19	Selection Spectrum 1	1	64.993167662	65.099608694	2148.289	2524.793	LAGCHIMU_20190709_210000_5min_cut.wav	64.9932	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
20	Selection Spectrum 1	1	60.310491478	60.449683597	1991.517	2335.351	LAGCHIMU_20190709_210000_5min_cut.wav	60.3105	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
21	Selection Spectrum 1	1	54.248113794	54.370930369	2155.671	2510.028	LAGCHIMU_20190709_210000_5min_cut.wav	54.2481	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
22	Selection Spectrum 1	1	48.770122714	48.917502604	1971.110	2325.467	LAGCHIMU_20190709_210000_5min_cut.wav	48.7701	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
23	Selection Spectrum 1	1	42.010807335	42.174562768	2067.082	2362.379	LAGCHIMU_20190709_210000_5min_cut.wav	42.0108	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
24	Selection Spectrum 1	1	36.406944865	36.562512528	2140.906	2379.607	LAGCHIMU_20190709_210000_5min_cut.wav	36.4069	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
25	Selection Spectrum 1	1	28.944390444	29.083582562	2155.671	2450.969	LAGCHIMU_20190709_210000_5min_cut.wav	28.9444	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
26	Selection Spectrum 1	1	13.926172628	14.040801432	2103.994	2517.411	LAGCHIMU_20190709_210000_5min_cut.wav	13.9262	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
27	Selection Spectrum 1	1	16.488945166	16.636325057	2044.935	2377.144	LAGCHIMU_20190709_210000_5min_cut.wav	16.4889	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
28	Selection Spectrum 1	1	204.308218740	204.439223087	2214.731	2546.940	LAGCHIMU_20190709_210000_5min_cut.wav	204.3082	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
29	Selection Spectrum 1	1	207.886274967	208.041842629	2126.142	2414.057	LAGCHIMU_20190709_210000_5min_cut.wav	207.8863	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
30	Selection Spectrum 1	1	211.888513084	212.035892974	2037.552	2318.085	LAGCHIMU_20190709_210000_5min_cut.wav	211.8885	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
31	Selection Spectrum 1	1	214.451285622	214.565914426	1985.875	2362.379	LAGCHIMU_20190709_210000_5min_cut.wav	214.4513	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
32	Selection Spectrum 1	1	216.989494845	217.169625823	2170.436	2539.558	LAGCHIMU_20190709_210000_5min_cut.wav	216.9895	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
33	Selection Spectrum 1	1	219.380819939	219.503636515	2096.612	2554.323	LAGCHIMU_20190709_210000_5min_cut.wav	219.3808	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
34	Selection Spectrum 1	1	221.886278076	221.984531336	2163.054	2443.586	LAGCHIMU_20190709_210000_5min_cut.wav	221.8863	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
35	Selection Spectrum 1	1	223.384640295	223.540207957	2000.640	2354.997	LAGCHIMU_20190709_210000_5min_cut.wav	223.3846	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
36	Selection Spectrum 1	1	225.980163920	226.086604952	2155.671	2406.674	LAGCHIMU_20190709_210000_5min_cut.wav	225.9802	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
37	Selection Spectrum 1	1	227.381249904	227.561380881	2037.552	2325.467	LAGCHIMU_20190709_210000_5min_cut.wav	227.3812	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
38	Selection Spectrum 1	1	230.911849377	231.091980354	2192.583	2569.088	LAGCHIMU_20190709_210000_5min_cut.wav	230.9118	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
39	Selection Spectrum 1	1	232.549403715	232.680408062	1948.963	2288.555	LAGCHIMU_20190709_210000_5min_cut.wav	232.5494	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
40	Selection Spectrum 1	1	235.349621632	235.488813751	2163.054	2399.292	LAGCHIMU_20190709_210000_5min_cut.wav	235.3496	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
41	Selection Spectrum 1	1	238.952241175	239.091433293	1963.728	2273.790	LAGCHIMU_20190709_210000_5min_cut.wav	238.9522	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
42	Selection Spectrum 1	1	241.939924134	242.054552938	2044.935	2259.025	LAGCHIMU_20190709_210000_5min_cut.wav	241.9399	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190709_210000_5min_cut.wav
