Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	2.180903965	2.263202228	2231.000	2580.000	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	2.1809	SUKIA_20190826_210000_5min_cut.wav
1	Spectrogram 1	1	2.180903965	2.263202228	2231.000	2580.000	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	2.1809	SUKIA_20190826_210000_5min_cut.wav
1	Selection Spectrum 1	1	2.180903965	2.263202228	2231.000	2580.000	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	2.1809	SUKIA_20190826_210000_5min_cut.wav
2	Waveform 1	1	4.756839592	4.806218550	2193.400	2692.900	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	4.7568	SUKIA_20190826_210000_5min_cut.wav
2	Spectrogram 1	1	4.756839592	4.806218550	2193.400	2692.900	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	4.7568	SUKIA_20190826_210000_5min_cut.wav
2	Selection Spectrum 1	1	4.756839592	4.806218550	2193.400	2692.900	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	4.7568	SUKIA_20190826_210000_5min_cut.wav
3	Waveform 1	1	6.753589077	6.802968034	2213.900	2905.100	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	6.7536	SUKIA_20190826_210000_5min_cut.wav
3	Spectrogram 1	1	6.753589077	6.802968034	2213.900	2905.100	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	6.7536	SUKIA_20190826_210000_5min_cut.wav
3	Selection Spectrum 1	1	6.753589077	6.802968034	2213.900	2905.100	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	6.7536	SUKIA_20190826_210000_5min_cut.wav
4	Waveform 1	1	11.354061969	11.419900580	2193.400	2624.500	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	11.3541	SUKIA_20190826_210000_5min_cut.wav
4	Spectrogram 1	1	11.354061969	11.419900580	2193.400	2624.500	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	11.3541	SUKIA_20190826_210000_5min_cut.wav
4	Selection Spectrum 1	1	11.354061969	11.419900580	2193.400	2624.500	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	11.3541	SUKIA_20190826_210000_5min_cut.wav
5	Waveform 1	1	71.668207900	71.725816684	2196.800	2662.200	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	71.6682	SUKIA_20190826_210000_5min_cut.wav
5	Spectrogram 1	1	71.668207900	71.725816684	2196.800	2662.200	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	71.6682	SUKIA_20190826_210000_5min_cut.wav
5	Selection Spectrum 1	1	71.668207900	71.725816684	2196.800	2662.200	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	71.6682	SUKIA_20190826_210000_5min_cut.wav
6	Waveform 1	1	78.065849301	78.131687911	1907.200	2623.300	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	78.0658	SUKIA_20190826_210000_5min_cut.wav
6	Spectrogram 1	1	78.065849301	78.131687911	1907.200	2623.300	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	78.0658	SUKIA_20190826_210000_5min_cut.wav
6	Selection Spectrum 1	1	78.065849301	78.131687911	1907.200	2623.300	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	78.0658	SUKIA_20190826_210000_5min_cut.wav
7	Waveform 1	1	79.777653168	79.835261952	1998.300	2641.600	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	79.7777	SUKIA_20190826_210000_5min_cut.wav
7	Spectrogram 1	1	79.777653168	79.835261952	1998.300	2641.600	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	79.7777	SUKIA_20190826_210000_5min_cut.wav
7	Selection Spectrum 1	1	79.777653168	79.835261952	1998.300	2641.600	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	79.7777	SUKIA_20190826_210000_5min_cut.wav
8	Waveform 1	1	79.432000464	79.489609248	2244.700	2511.600	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	79.4320	SUKIA_20190826_210000_5min_cut.wav
8	Spectrogram 1	1	79.432000464	79.489609248	2244.700	2511.600	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	79.4320	SUKIA_20190826_210000_5min_cut.wav
8	Selection Spectrum 1	1	79.432000464	79.489609248	2244.700	2511.600	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	79.4320	SUKIA_20190826_210000_5min_cut.wav
9	Waveform 1	1	81.884488697	81.958557133	2252.200	2606.700	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	81.8845	SUKIA_20190826_210000_5min_cut.wav
9	Spectrogram 1	1	81.884488697	81.958557133	2252.200	2606.700	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	81.8845	SUKIA_20190826_210000_5min_cut.wav
9	Selection Spectrum 1	1	81.884488697	81.958557133	2252.200	2606.700	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	81.8845	SUKIA_20190826_210000_5min_cut.wav
10	Waveform 1	1	82.098464180	82.164302790	2033.200	2606.700	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190826_210000_5min_cut.wav	82.0985	SUKIA_20190826_210000_5min_cut.wav
