Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	163.301608503	163.353982797	2291.1	2568.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	163.3016	LAGCHIMU_20200113_030000_5min_cut.wav
1	Spectrogram 1	1	163.301608503	163.353982797	2291.1	2568.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	163.3016	LAGCHIMU_20200113_030000_5min_cut.wav
1	Selection Spectrum 1	1	163.301608503	163.353982797	2291.1	2568.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	163.3016	LAGCHIMU_20200113_030000_5min_cut.wav
2	Waveform 1	1	212.758460552	212.834112309	2210.7	2496.4	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	212.7585	LAGCHIMU_20200113_030000_5min_cut.wav
2	Spectrogram 1	1	212.758460552	212.834112309	2210.7	2496.4	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	212.7585	LAGCHIMU_20200113_030000_5min_cut.wav
2	Selection Spectrum 1	1	212.758460552	212.834112309	2210.7	2496.4	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	212.7585	LAGCHIMU_20200113_030000_5min_cut.wav
3	Waveform 1	1	214.562464003	214.626477029	2140.5	2448.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	214.5625	LAGCHIMU_20200113_030000_5min_cut.wav
3	Spectrogram 1	1	214.562464003	214.626477029	2140.5	2448.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	214.5625	LAGCHIMU_20200113_030000_5min_cut.wav
3	Selection Spectrum 1	1	214.562464003	214.626477029	2140.5	2448.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	214.5625	LAGCHIMU_20200113_030000_5min_cut.wav
4	Waveform 1	1	217.141948060	217.205961085	2157.6	2542.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	217.1419	LAGCHIMU_20200113_030000_5min_cut.wav
4	Spectrogram 1	1	217.141948060	217.205961085	2157.6	2542.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	217.1419	LAGCHIMU_20200113_030000_5min_cut.wav
4	Selection Spectrum 1	1	217.141948060	217.205961085	2157.6	2542.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	217.1419	LAGCHIMU_20200113_030000_5min_cut.wav
5	Waveform 1	1	230.097510936	230.161523962	2191.8	2593.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	230.0975	LAGCHIMU_20200113_030000_5min_cut.wav
5	Spectrogram 1	1	230.097510936	230.161523962	2191.8	2593.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	230.0975	LAGCHIMU_20200113_030000_5min_cut.wav
5	Selection Spectrum 1	1	230.097510936	230.161523962	2191.8	2593.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_030000_5min_cut.wav	230.0975	LAGCHIMU_20200113_030000_5min_cut.wav
