Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	41.895057626	41.927854782	2106.5	2382.6	LAGCHIMU_20191127_200000_5min_cut.wav	41.8951	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
1	Selection Spectrum 1	1	41.895057626	41.927854782	2106.5	2382.6	LAGCHIMU_20191127_200000_5min_cut.wav	41.8951	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
2	Spectrogram 1	1	53.994156685	54.022854196	2133.8	2399.7	LAGCHIMU_20191127_200000_5min_cut.wav	53.9942	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
2	Selection Spectrum 1	1	53.994156685	54.022854196	2133.8	2399.7	LAGCHIMU_20191127_200000_5min_cut.wav	53.9942	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
3	Spectrogram 1	1	55.896391709	55.933288509	2181.5	2491.7	LAGCHIMU_20191127_200000_5min_cut.wav	55.8964	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
3	Selection Spectrum 1	1	55.896391709	55.933288509	2181.5	2491.7	LAGCHIMU_20191127_200000_5min_cut.wav	55.8964	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
4	Spectrogram 1	1	58.762043177	58.794840333	2115.0	2418.4	LAGCHIMU_20191127_200000_5min_cut.wav	58.7620	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
4	Selection Spectrum 1	1	58.762043177	58.794840333	2115.0	2418.4	LAGCHIMU_20191127_200000_5min_cut.wav	58.7620	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
5	Spectrogram 1	1	65.542567334	65.571264846	2014.4	2270.1	LAGCHIMU_20191127_200000_5min_cut.wav	65.5426	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
5	Selection Spectrum 1	1	65.542567334	65.571264846	2014.4	2270.1	LAGCHIMU_20191127_200000_5min_cut.wav	65.5426	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
6	Spectrogram 1	1	68.953471515	68.990368315	2128.6	2307.6	LAGCHIMU_20191127_200000_5min_cut.wav	68.9535	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\LAGCHIMU_20191127_200000_5min_cut.wav
