Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	0.756048273	0.831653100	1909.6	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	0.7560	LAGCHIMU_20200117_210000_5min_cut.wav
1	Spectrogram 1	1	0.756048273	0.831653100	1909.6	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	0.7560	LAGCHIMU_20200117_210000_5min_cut.wav
1	Selection Spectrum 1	1	0.756048273	0.831653100	1909.6	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	0.7560	LAGCHIMU_20200117_210000_5min_cut.wav
2	Waveform 1	1	49.987890228	50.057679299	2005.1	2291.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	49.9879	LAGCHIMU_20200117_210000_5min_cut.wav
2	Spectrogram 1	1	49.987890228	50.057679299	2005.1	2291.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	49.9879	LAGCHIMU_20200117_210000_5min_cut.wav
2	Selection Spectrum 1	1	49.987890228	50.057679299	2005.1	2291.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	49.9879	LAGCHIMU_20200117_210000_5min_cut.wav
3	Waveform 1	1	57.275032426	57.350637254	2005.1	2307.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	57.2750	LAGCHIMU_20200117_210000_5min_cut.wav
3	Spectrogram 1	1	57.275032426	57.350637254	2005.1	2307.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	57.2750	LAGCHIMU_20200117_210000_5min_cut.wav
3	Selection Spectrum 1	1	57.275032426	57.350637254	2005.1	2307.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	57.2750	LAGCHIMU_20200117_210000_5min_cut.wav
4	Waveform 1	1	59.869537266	59.927694825	1859.6	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	59.8695	LAGCHIMU_20200117_210000_5min_cut.wav
4	Spectrogram 1	1	59.869537266	59.927694825	1859.6	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	59.8695	LAGCHIMU_20200117_210000_5min_cut.wav
4	Selection Spectrum 1	1	59.869537266	59.927694825	1859.6	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	59.8695	LAGCHIMU_20200117_210000_5min_cut.wav
5	Waveform 1	1	66.953128007	67.005469810	2034.0	2316.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	66.9531	LAGCHIMU_20200117_210000_5min_cut.wav
5	Spectrogram 1	1	66.953128007	67.005469810	2034.0	2316.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	66.9531	LAGCHIMU_20200117_210000_5min_cut.wav
5	Selection Spectrum 1	1	66.953128007	67.005469810	2034.0	2316.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	66.9531	LAGCHIMU_20200117_210000_5min_cut.wav
6	Waveform 1	1	99.543989509	99.607962824	2005.1	2323.8	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	99.5440	LAGCHIMU_20200117_210000_5min_cut.wav
6	Spectrogram 1	1	99.543989509	99.607962824	2005.1	2323.8	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	99.5440	LAGCHIMU_20200117_210000_5min_cut.wav
6	Selection Spectrum 1	1	99.543989509	99.607962824	2005.1	2323.8	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	99.5440	LAGCHIMU_20200117_210000_5min_cut.wav
7	Waveform 1	1	95.317825950	95.389720111	2212.3	2525.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	95.3178	LAGCHIMU_20200117_210000_5min_cut.wav
7	Spectrogram 1	1	95.317825950	95.389720111	2212.3	2525.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	95.3178	LAGCHIMU_20200117_210000_5min_cut.wav
7	Selection Spectrum 1	1	95.317825950	95.389720111	2212.3	2525.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	95.3178	LAGCHIMU_20200117_210000_5min_cut.wav
8	Waveform 1	1	110.506683253	110.576472324	2021.1	2339.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	110.5067	LAGCHIMU_20200117_210000_5min_cut.wav
8	Spectrogram 1	1	110.506683253	110.576472324	2021.1	2339.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	110.5067	LAGCHIMU_20200117_210000_5min_cut.wav
8	Selection Spectrum 1	1	110.506683253	110.576472324	2021.1	2339.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	110.5067	LAGCHIMU_20200117_210000_5min_cut.wav
9	Waveform 1	1	118.249724127	118.307881686	2005.1	2276.0	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	118.2497	LAGCHIMU_20200117_210000_5min_cut.wav
9	Spectrogram 1	1	118.249724127	118.307881686	2005.1	2276.0	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	118.2497	LAGCHIMU_20200117_210000_5min_cut.wav
9	Selection Spectrum 1	1	118.249724127	118.307881686	2005.1	2276.0	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	118.2497	LAGCHIMU_20200117_210000_5min_cut.wav
10	Waveform 1	1	128.128209456	128.174735503	2013.5	2281.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	128.1282	LAGCHIMU_20200117_210000_5min_cut.wav
10	Spectrogram 1	1	128.128209456	128.174735503	2013.5	2281.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	128.1282	LAGCHIMU_20200117_210000_5min_cut.wav
10	Selection Spectrum 1	1	128.128209456	128.174735503	2013.5	2281.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	128.1282	LAGCHIMU_20200117_210000_5min_cut.wav
11	Waveform 1	1	134.636040358	134.711645185	2063.1	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	134.6360	LAGCHIMU_20200117_210000_5min_cut.wav
11	Spectrogram 1	1	134.636040358	134.711645185	2063.1	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	134.6360	LAGCHIMU_20200117_210000_5min_cut.wav
11	Selection Spectrum 1	1	134.636040358	134.711645185	2063.1	2285.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	134.6360	LAGCHIMU_20200117_210000_5min_cut.wav
12	Waveform 1	1	148.432813677	148.496786992	1991.3	2291.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	148.4328	LAGCHIMU_20200117_210000_5min_cut.wav
12	Spectrogram 1	1	148.432813677	148.496786992	1991.3	2291.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	148.4328	LAGCHIMU_20200117_210000_5min_cut.wav
12	Selection Spectrum 1	1	148.432813677	148.496786992	1991.3	2291.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	148.4328	LAGCHIMU_20200117_210000_5min_cut.wav
13	Waveform 1	1	180.019290714	180.094895541	1989.2	2319.5	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	180.0193	LAGCHIMU_20200117_210000_5min_cut.wav
13	Spectrogram 1	1	180.019290714	180.094895541	1989.2	2319.5	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	180.0193	LAGCHIMU_20200117_210000_5min_cut.wav
13	Selection Spectrum 1	1	180.019290714	180.094895541	1989.2	2319.5	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	180.0193	LAGCHIMU_20200117_210000_5min_cut.wav
14	Waveform 1	1	180.118158565	180.182131880	2116.7	2328.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	180.1182	LAGCHIMU_20200117_210000_5min_cut.wav
14	Spectrogram 1	1	180.118158565	180.182131880	2116.7	2328.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	180.1182	LAGCHIMU_20200117_210000_5min_cut.wav
14	Selection Spectrum 1	1	180.118158565	180.182131880	2116.7	2328.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	180.1182	LAGCHIMU_20200117_210000_5min_cut.wav
15	Waveform 1	1	186.940040288	187.038908139	2011.8	2280.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	186.9400	LAGCHIMU_20200117_210000_5min_cut.wav
15	Spectrogram 1	1	186.940040288	187.038908139	2011.8	2280.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	186.9400	LAGCHIMU_20200117_210000_5min_cut.wav
15	Selection Spectrum 1	1	186.940040288	187.038908139	2011.8	2280.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	186.9400	LAGCHIMU_20200117_210000_5min_cut.wav
16	Waveform 1	1	188.173595415	188.225937218	2013.3	2268.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	188.1736	LAGCHIMU_20200117_210000_5min_cut.wav
16	Spectrogram 1	1	188.173595415	188.225937218	2013.3	2268.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	188.1736	LAGCHIMU_20200117_210000_5min_cut.wav
16	Selection Spectrum 1	1	188.173595415	188.225937218	2013.3	2268.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	188.1736	LAGCHIMU_20200117_210000_5min_cut.wav
17	Waveform 1	1	190.040453073	190.116057900	2025.8	2323.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	190.0405	LAGCHIMU_20200117_210000_5min_cut.wav
17	Spectrogram 1	1	190.040453073	190.116057900	2025.8	2323.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	190.0405	LAGCHIMU_20200117_210000_5min_cut.wav
17	Selection Spectrum 1	1	190.040453073	190.116057900	2025.8	2323.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	190.0405	LAGCHIMU_20200117_210000_5min_cut.wav
18	Waveform 1	1	197.650330302	197.749198153	2108.8	2331.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	197.6503	LAGCHIMU_20200117_210000_5min_cut.wav
18	Spectrogram 1	1	197.650330302	197.749198153	2108.8	2331.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	197.6503	LAGCHIMU_20200117_210000_5min_cut.wav
18	Selection Spectrum 1	1	197.650330302	197.749198153	2108.8	2331.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200117_210000_5min_cut.wav	197.6503	LAGCHIMU_20200117_210000_5min_cut.wav
