Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	0.378572009	0.432065880	2233.3	2545.4	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	0.3786	SUKIA_20190828_190000_5min_cut.wav
1	Spectrogram 1	1	0.378572009	0.432065880	2233.3	2545.4	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	0.3786	SUKIA_20190828_190000_5min_cut.wav
1	Selection Spectrum 1	1	0.378572009	0.432065880	2233.3	2545.4	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	0.3786	SUKIA_20190828_190000_5min_cut.wav
2	Waveform 1	1	6.430466653	6.475730698	2414.7	2681.2	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	6.4305	SUKIA_20190828_190000_5min_cut.wav
2	Spectrogram 1	1	6.430466653	6.475730698	2414.7	2681.2	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	6.4305	SUKIA_20190828_190000_5min_cut.wav
2	Selection Spectrum 1	1	6.430466653	6.475730698	2414.7	2681.2	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	6.4305	SUKIA_20190828_190000_5min_cut.wav
3	Waveform 1	1	42.394251245	42.439515290	2160.7	2373.6	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	42.3943	SUKIA_20190828_190000_5min_cut.wav
3	Spectrogram 1	1	42.394251245	42.439515290	2160.7	2373.6	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	42.3943	SUKIA_20190828_190000_5min_cut.wav
3	Selection Spectrum 1	1	42.394251245	42.439515290	2160.7	2373.6	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	42.3943	SUKIA_20190828_190000_5min_cut.wav
4	Waveform 1	1	44.764441215	44.809705260	2208.1	2555.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	44.7644	SUKIA_20190828_190000_5min_cut.wav
4	Spectrogram 1	1	44.764441215	44.809705260	2208.1	2555.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	44.7644	SUKIA_20190828_190000_5min_cut.wav
4	Selection Spectrum 1	1	44.764441215	44.809705260	2208.1	2555.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	44.7644	SUKIA_20190828_190000_5min_cut.wav
5	Waveform 1	1	49.091201472	49.140580429	2365.8	2625.2	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	49.0912	SUKIA_20190828_190000_5min_cut.wav
5	Spectrogram 1	1	49.091201472	49.140580429	2365.8	2625.2	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	49.0912	SUKIA_20190828_190000_5min_cut.wav
5	Selection Spectrum 1	1	49.091201472	49.140580429	2365.8	2625.2	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	49.0912	SUKIA_20190828_190000_5min_cut.wav
6	Waveform 1	1	52.765688730	52.815067688	2322.8	2591.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	52.7657	SUKIA_20190828_190000_5min_cut.wav
6	Spectrogram 1	1	52.765688730	52.815067688	2322.8	2591.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	52.7657	SUKIA_20190828_190000_5min_cut.wav
6	Selection Spectrum 1	1	52.765688730	52.815067688	2322.8	2591.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	52.7657	SUKIA_20190828_190000_5min_cut.wav
7	Waveform 1	1	54.205908330	54.251172374	2238.1	2523.6	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	54.2059	SUKIA_20190828_190000_5min_cut.wav
7	Spectrogram 1	1	54.205908330	54.251172374	2238.1	2523.6	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	54.2059	SUKIA_20190828_190000_5min_cut.wav
7	Selection Spectrum 1	1	54.205908330	54.251172374	2238.1	2523.6	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	54.2059	SUKIA_20190828_190000_5min_cut.wav
8	Waveform 1	1	54.337585550	54.391079421	2426.8	2647.0	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	54.3376	SUKIA_20190828_190000_5min_cut.wav
8	Spectrogram 1	1	54.337585550	54.391079421	2426.8	2647.0	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	54.3376	SUKIA_20190828_190000_5min_cut.wav
8	Selection Spectrum 1	1	54.337585550	54.391079421	2426.8	2647.0	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	54.3376	SUKIA_20190828_190000_5min_cut.wav
9	Waveform 1	1	62.931420067	62.980799025	2253.1	2586.5	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	62.9314	SUKIA_20190828_190000_5min_cut.wav
9	Spectrogram 1	1	62.931420067	62.980799025	2253.1	2586.5	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	62.9314	SUKIA_20190828_190000_5min_cut.wav
9	Selection Spectrum 1	1	62.931420067	62.980799025	2253.1	2586.5	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	62.9314	SUKIA_20190828_190000_5min_cut.wav
10	Waveform 1	1	68.087406234	68.145015018	2163.1	2359.1	D:\UCR\Bioacústica\Lemur_files_2\SUKIA_20190828_190000_5min_cut.wav	68.0874	SUKIA_20190828_190000_5min_cut.wav
