Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	1.619503796	1.737763708	2241.5	2549.6	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	1.6195	SUKIA_20200212_230000_5min_cut.wav
1	Spectrogram 1	1	1.619503796	1.737763708	2241.5	2549.6	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	1.6195	SUKIA_20200212_230000_5min_cut.wav
1	Selection Spectrum 1	1	1.619503796	1.737763708	2241.5	2549.6	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	1.6195	SUKIA_20200212_230000_5min_cut.wav
2	Waveform 1	1	5.146729849	5.232139785	2077.8	2561.3	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	5.1467	SUKIA_20200212_230000_5min_cut.wav
2	Spectrogram 1	1	5.146729849	5.232139785	2077.8	2561.3	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	5.1467	SUKIA_20200212_230000_5min_cut.wav
2	Selection Spectrum 1	1	5.146729849	5.232139785	2077.8	2561.3	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	5.1467	SUKIA_20200212_230000_5min_cut.wav
3	Waveform 1	1	6.553018462	6.651568389	2091.2	2545.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	6.5530	SUKIA_20200212_230000_5min_cut.wav
3	Spectrogram 1	1	6.553018462	6.651568389	2091.2	2545.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	6.5530	SUKIA_20200212_230000_5min_cut.wav
3	Selection Spectrum 1	1	6.553018462	6.651568389	2091.2	2545.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	6.5530	SUKIA_20200212_230000_5min_cut.wav
4	Waveform 1	1	8.589716948	8.655416899	2326.3	2629.6	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	8.5897	SUKIA_20200212_230000_5min_cut.wav
4	Spectrogram 1	1	8.589716948	8.655416899	2326.3	2629.6	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	8.5897	SUKIA_20200212_230000_5min_cut.wav
4	Selection Spectrum 1	1	8.589716948	8.655416899	2326.3	2629.6	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200212_230000_5min_cut.wav	8.5897	SUKIA_20200212_230000_5min_cut.wav
