Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	13.179153727	13.265825517	2053.1	2499.4	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	13.1792	LAGCHIMU_20190809_020000_5min_cut.wav
1	Spectrogram 1	1	13.179153727	13.265825517	2053.1	2499.4	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	13.1792	LAGCHIMU_20190809_020000_5min_cut.wav
1	Selection Spectrum 1	1	13.179153727	13.265825517	2053.1	2499.4	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	13.1792	LAGCHIMU_20190809_020000_5min_cut.wav
2	Waveform 1	1	67.551804470	67.624030962	2082.9	2480.5	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	67.5518	LAGCHIMU_20190809_020000_5min_cut.wav
2	Spectrogram 1	1	67.551804470	67.624030962	2082.9	2480.5	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	67.5518	LAGCHIMU_20190809_020000_5min_cut.wav
2	Selection Spectrum 1	1	67.551804470	67.624030962	2082.9	2480.5	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	67.5518	LAGCHIMU_20190809_020000_5min_cut.wav
3	Waveform 1	1	116.342206657	116.407210499	2082.9	2410.2	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	116.3422	LAGCHIMU_20190809_020000_5min_cut.wav
3	Spectrogram 1	1	116.342206657	116.407210499	2082.9	2410.2	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	116.3422	LAGCHIMU_20190809_020000_5min_cut.wav
3	Selection Spectrum 1	1	116.342206657	116.407210499	2082.9	2410.2	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	116.3422	LAGCHIMU_20190809_020000_5min_cut.wav
4	Waveform 1	1	120.623672517	120.703121658	2023.4	2469.7	D:\UCR\Bioacústica\Lemur_files_1\LAGCHIMU_20190809_020000_5min_cut.wav	120.6237	LAGCHIMU_20190809_020000_5min_cut.wav
