Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	18.406347710	18.489384768	1853.1	2342.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	18.4063	LAGCHIMU_20200122_020000_5min_cut.wav
1	Spectrogram 1	1	18.406347710	18.489384768	1853.1	2342.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	18.4063	LAGCHIMU_20200122_020000_5min_cut.wav
1	Selection Spectrum 1	1	18.406347710	18.489384768	1853.1	2342.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	18.4063	LAGCHIMU_20200122_020000_5min_cut.wav
2	Waveform 1	1	164.588551054	164.650828847	2057.6	2321.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	164.5886	LAGCHIMU_20200122_020000_5min_cut.wav
2	Spectrogram 1	1	164.588551054	164.650828847	2057.6	2321.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	164.5886	LAGCHIMU_20200122_020000_5min_cut.wav
2	Selection Spectrum 1	1	164.588551054	164.650828847	2057.6	2321.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	164.5886	LAGCHIMU_20200122_020000_5min_cut.wav
3	Waveform 1	1	172.495917340	172.551275379	1876.0	2338.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	172.4959	LAGCHIMU_20200122_020000_5min_cut.wav
3	Spectrogram 1	1	172.495917340	172.551275379	1876.0	2338.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	172.4959	LAGCHIMU_20200122_020000_5min_cut.wav
3	Selection Spectrum 1	1	172.495917340	172.551275379	1876.0	2338.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	172.4959	LAGCHIMU_20200122_020000_5min_cut.wav
4	Waveform 1	1	179.250316160	179.340272972	2008.1	2288.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	179.2503	LAGCHIMU_20200122_020000_5min_cut.wav
4	Spectrogram 1	1	179.250316160	179.340272972	2008.1	2288.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200122_020000_5min_cut.wav	179.2503	LAGCHIMU_20200122_020000_5min_cut.wav
