Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	78.544333107	78.611444610	2009.8	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	78.5443	LAGCHIMU_20200121_230000_5min_cut.wav
1	Spectrogram 1	1	78.544333107	78.611444610	2009.8	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	78.5443	LAGCHIMU_20200121_230000_5min_cut.wav
1	Selection Spectrum 1	1	78.544333107	78.611444610	2009.8	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	78.5443	LAGCHIMU_20200121_230000_5min_cut.wav
2	Waveform 1	1	138.310976249	138.430285587	2073.5	2377.4	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	138.3110	LAGCHIMU_20200121_230000_5min_cut.wav
2	Spectrogram 1	1	138.310976249	138.430285587	2073.5	2377.4	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	138.3110	LAGCHIMU_20200121_230000_5min_cut.wav
2	Selection Spectrum 1	1	138.310976249	138.430285587	2073.5	2377.4	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	138.3110	LAGCHIMU_20200121_230000_5min_cut.wav
3	Waveform 1	1	144.271430545	144.338542047	2059.7	2325.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	144.2714	LAGCHIMU_20200121_230000_5min_cut.wav
3	Spectrogram 1	1	144.271430545	144.338542047	2059.7	2325.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	144.2714	LAGCHIMU_20200121_230000_5min_cut.wav
3	Selection Spectrum 1	1	144.271430545	144.338542047	2059.7	2325.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	144.2714	LAGCHIMU_20200121_230000_5min_cut.wav
4	Waveform 1	1	221.442711592	221.517279928	2020.8	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	221.4427	LAGCHIMU_20200121_230000_5min_cut.wav
4	Spectrogram 1	1	221.442711592	221.517279928	2020.8	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	221.4427	LAGCHIMU_20200121_230000_5min_cut.wav
4	Selection Spectrum 1	1	221.442711592	221.517279928	2020.8	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	221.4427	LAGCHIMU_20200121_230000_5min_cut.wav
5	Waveform 1	1	277.985520494	278.060088830	1943.4	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	277.9855	LAGCHIMU_20200121_230000_5min_cut.wav
5	Spectrogram 1	1	277.985520494	278.060088830	1943.4	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	277.9855	LAGCHIMU_20200121_230000_5min_cut.wav
5	Selection Spectrum 1	1	277.985520494	278.060088830	1943.4	2341.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	277.9855	LAGCHIMU_20200121_230000_5min_cut.wav
6	Waveform 1	1	298.920726633	299.025122304	2026.5	2325.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	298.9207	LAGCHIMU_20200121_230000_5min_cut.wav
6	Spectrogram 1	1	298.920726633	299.025122304	2026.5	2325.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	298.9207	LAGCHIMU_20200121_230000_5min_cut.wav
6	Selection Spectrum 1	1	298.920726633	299.025122304	2026.5	2325.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200121_230000_5min_cut.wav	298.9207	LAGCHIMU_20200121_230000_5min_cut.wav
