Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Waveform 1	1	1.467670922	1.522672396	1996.665	2137.902	LAGCHIMU_20190719_010000_5min_cut.wav	1.4677	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
1	Spectrogram 1	1	1.467670922	1.522672396	1996.665	2137.902	LAGCHIMU_20190719_010000_5min_cut.wav	1.4677	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
1	Selection Spectrum 1	1	1.467670922	1.522672396	1996.665	2137.902	LAGCHIMU_20190719_010000_5min_cut.wav	1.4677	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
2	Waveform 1	1	3.387367523	3.439474183	2010.294	2194.287	LAGCHIMU_20190719_010000_5min_cut.wav	3.3874	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
2	Spectrogram 1	1	3.387367523	3.439474183	2010.294	2194.287	LAGCHIMU_20190719_010000_5min_cut.wav	3.3874	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
2	Selection Spectrum 1	1	3.387367523	3.439474183	2010.294	2194.287	LAGCHIMU_20190719_010000_5min_cut.wav	3.3874	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
3	Waveform 1	1	6.181186208	6.233292868	2017.109	2160.214	LAGCHIMU_20190719_010000_5min_cut.wav	6.1812	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
3	Spectrogram 1	1	6.181186208	6.233292868	2017.109	2160.214	LAGCHIMU_20190719_010000_5min_cut.wav	6.1812	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
3	Selection Spectrum 1	1	6.181186208	6.233292868	2017.109	2160.214	LAGCHIMU_20190719_010000_5min_cut.wav	6.1812	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
4	Waveform 1	1	9.697957631	9.745722069	1976.221	2119.327	LAGCHIMU_20190719_010000_5min_cut.wav	9.6980	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
4	Spectrogram 1	1	9.697957631	9.745722069	1976.221	2119.327	LAGCHIMU_20190719_010000_5min_cut.wav	9.6980	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
4	Selection Spectrum 1	1	9.697957631	9.745722069	1976.221	2119.327	LAGCHIMU_20190719_010000_5min_cut.wav	9.6980	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
5	Waveform 1	1	200.868638915	200.929430019	1560.533	1705.555	LAGCHIMU_20190719_010000_5min_cut.wav	200.8686	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
5	Spectrogram 1	1	200.868638915	200.929430019	1560.533	1705.555	LAGCHIMU_20190719_010000_5min_cut.wav	200.8686	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
5	Selection Spectrum 1	1	200.868638915	200.929430019	1560.533	1705.555	LAGCHIMU_20190719_010000_5min_cut.wav	200.8686	/Volumes/CHIRINO/Proyecto Lemur/INV_2021/5_min_cut_data/converted_sound_files/LAGCHIMU_20190719_010000_5min_cut.wav
