Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	46.943591201	47.016004682	2197.1	2577.0	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	46.9436	LAGCHIMU_20200229_220000_5min_cut.wav
1	Spectrogram 1	1	46.943591201	47.016004682	2197.1	2577.0	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	46.9436	LAGCHIMU_20200229_220000_5min_cut.wav
1	Selection Spectrum 1	1	46.943591201	47.016004682	2197.1	2577.0	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	46.9436	LAGCHIMU_20200229_220000_5min_cut.wav
3	Waveform 1	1	109.122149743	109.181397137	2036.5	2544.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	109.1221	LAGCHIMU_20200229_220000_5min_cut.wav
3	Spectrogram 1	1	109.122149743	109.181397137	2036.5	2544.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	109.1221	LAGCHIMU_20200229_220000_5min_cut.wav
3	Selection Spectrum 1	1	109.122149743	109.181397137	2036.5	2544.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	109.1221	LAGCHIMU_20200229_220000_5min_cut.wav
4	Waveform 1	1	109.520423890	109.592837372	2190.7	2542.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	109.5204	LAGCHIMU_20200229_220000_5min_cut.wav
4	Spectrogram 1	1	109.520423890	109.592837372	2190.7	2542.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	109.5204	LAGCHIMU_20200229_220000_5min_cut.wav
4	Selection Spectrum 1	1	109.520423890	109.592837372	2190.7	2542.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	109.5204	LAGCHIMU_20200229_220000_5min_cut.wav
8	Waveform 1	1	139.552440106	139.595229890	2075.5	2537.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	139.5524	LAGCHIMU_20200229_220000_5min_cut.wav
8	Spectrogram 1	1	139.552440106	139.595229890	2075.5	2537.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	139.5524	LAGCHIMU_20200229_220000_5min_cut.wav
8	Selection Spectrum 1	1	139.552440106	139.595229890	2075.5	2537.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	139.5524	LAGCHIMU_20200229_220000_5min_cut.wav
9	Waveform 1	1	167.062043542	167.094958761	2027.4	2704.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	167.0620	LAGCHIMU_20200229_220000_5min_cut.wav
9	Spectrogram 1	1	167.062043542	167.094958761	2027.4	2704.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	167.0620	LAGCHIMU_20200229_220000_5min_cut.wav
9	Selection Spectrum 1	1	167.062043542	167.094958761	2027.4	2704.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200229_220000_5min_cut.wav	167.0620	LAGCHIMU_20200229_220000_5min_cut.wav
