Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	6.211226395	6.281015467	1984.2	2199.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	6.2112	LAGCHIMU_20200116_000000_5min_cut.wav
1	Spectrogram 1	1	6.211226395	6.281015467	1984.2	2199.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	6.2112	LAGCHIMU_20200116_000000_5min_cut.wav
1	Selection Spectrum 1	1	6.211226395	6.281015467	1984.2	2199.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	6.2112	LAGCHIMU_20200116_000000_5min_cut.wav
2	Waveform 1	1	13.220346165	13.284319480	2050.3	2326.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	13.2203	LAGCHIMU_20200116_000000_5min_cut.wav
2	Spectrogram 1	1	13.220346165	13.284319480	2050.3	2326.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	13.2203	LAGCHIMU_20200116_000000_5min_cut.wav
2	Selection Spectrum 1	1	13.220346165	13.284319480	2050.3	2326.2	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	13.2203	LAGCHIMU_20200116_000000_5min_cut.wav
3	Waveform 1	1	18.989576062	19.065180889	1970.7	2368.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	18.9896	LAGCHIMU_20200116_000000_5min_cut.wav
3	Spectrogram 1	1	18.989576062	19.065180889	1970.7	2368.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	18.9896	LAGCHIMU_20200116_000000_5min_cut.wav
3	Selection Spectrum 1	1	18.989576062	19.065180889	1970.7	2368.9	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	18.9896	LAGCHIMU_20200116_000000_5min_cut.wav
4	Waveform 1	1	177.529621066	177.605225893	2030.0	2316.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	177.5296	LAGCHIMU_20200116_000000_5min_cut.wav
4	Spectrogram 1	1	177.529621066	177.605225893	2030.0	2316.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	177.5296	LAGCHIMU_20200116_000000_5min_cut.wav
4	Selection Spectrum 1	1	177.529621066	177.605225893	2030.0	2316.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	177.5296	LAGCHIMU_20200116_000000_5min_cut.wav
5	Waveform 1	1	180.140895485	180.199053045	1945.0	2364.5	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	180.1409	LAGCHIMU_20200116_000000_5min_cut.wav
5	Spectrogram 1	1	180.140895485	180.199053045	1945.0	2364.5	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	180.1409	LAGCHIMU_20200116_000000_5min_cut.wav
5	Selection Spectrum 1	1	180.140895485	180.199053045	1945.0	2364.5	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200116_000000_5min_cut.wav	180.1409	LAGCHIMU_20200116_000000_5min_cut.wav
