Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	160.361695183	160.397808429	1951.9	2453.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	160.3617	LAGCHIMU_20200113_010000_5min_cut.wav
1	Spectrogram 1	1	160.361695183	160.397808429	1951.9	2453.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	160.3617	LAGCHIMU_20200113_010000_5min_cut.wav
1	Selection Spectrum 1	1	160.361695183	160.397808429	1951.9	2453.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	160.3617	LAGCHIMU_20200113_010000_5min_cut.wav
2	Waveform 1	1	165.989863194	166.040421738	2228.0	2419.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	165.9899	LAGCHIMU_20200113_010000_5min_cut.wav
2	Spectrogram 1	1	165.989863194	166.040421738	2228.0	2419.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	165.9899	LAGCHIMU_20200113_010000_5min_cut.wav
2	Selection Spectrum 1	1	165.989863194	166.040421738	2228.0	2419.1	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	165.9899	LAGCHIMU_20200113_010000_5min_cut.wav
3	Waveform 1	1	173.178077689	173.235858882	2072.9	2472.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	173.1781	LAGCHIMU_20200113_010000_5min_cut.wav
3	Spectrogram 1	1	173.178077689	173.235858882	2072.9	2472.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	173.1781	LAGCHIMU_20200113_010000_5min_cut.wav
3	Selection Spectrum 1	1	173.178077689	173.235858882	2072.9	2472.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	173.1781	LAGCHIMU_20200113_010000_5min_cut.wav
8	Waveform 1	1	208.292214829	208.342773373	2136.0	2472.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	208.2922	LAGCHIMU_20200113_010000_5min_cut.wav
8	Spectrogram 1	1	208.292214829	208.342773373	2136.0	2472.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	208.2922	LAGCHIMU_20200113_010000_5min_cut.wav
8	Selection Spectrum 1	1	208.292214829	208.342773373	2136.0	2472.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	208.2922	LAGCHIMU_20200113_010000_5min_cut.wav
9	Waveform 1	1	221.784300332	221.827636226	2115.0	2430.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	221.7843	LAGCHIMU_20200113_010000_5min_cut.wav
9	Spectrogram 1	1	221.784300332	221.827636226	2115.0	2430.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	221.7843	LAGCHIMU_20200113_010000_5min_cut.wav
9	Selection Spectrum 1	1	221.784300332	221.827636226	2115.0	2430.6	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	221.7843	LAGCHIMU_20200113_010000_5min_cut.wav
10	Waveform 1	1	224.130815764	224.181374308	2121.8	2291.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	224.1308	LAGCHIMU_20200113_010000_5min_cut.wav
10	Spectrogram 1	1	224.130815764	224.181374308	2121.8	2291.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	224.1308	LAGCHIMU_20200113_010000_5min_cut.wav
10	Selection Spectrum 1	1	224.130815764	224.181374308	2121.8	2291.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	224.1308	LAGCHIMU_20200113_010000_5min_cut.wav
11	Waveform 1	1	248.246206801	248.289542696	2346.9	2556.8	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	248.2462	LAGCHIMU_20200113_010000_5min_cut.wav
11	Spectrogram 1	1	248.246206801	248.289542696	2346.9	2556.8	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	248.2462	LAGCHIMU_20200113_010000_5min_cut.wav
11	Selection Spectrum 1	1	248.246206801	248.289542696	2346.9	2556.8	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	248.2462	LAGCHIMU_20200113_010000_5min_cut.wav
12	Waveform 1	1	279.146555574	279.189891469	1990.2	2474.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	279.1466	LAGCHIMU_20200113_010000_5min_cut.wav
12	Spectrogram 1	1	279.146555574	279.189891469	1990.2	2474.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	279.1466	LAGCHIMU_20200113_010000_5min_cut.wav
12	Selection Spectrum 1	1	279.146555574	279.189891469	1990.2	2474.3	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	279.1466	LAGCHIMU_20200113_010000_5min_cut.wav
13	Waveform 1	1	279.334344451	279.399348294	2030.8	2493.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	279.3343	LAGCHIMU_20200113_010000_5min_cut.wav
13	Spectrogram 1	1	279.334344451	279.399348294	2030.8	2493.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	279.3343	LAGCHIMU_20200113_010000_5min_cut.wav
13	Selection Spectrum 1	1	279.334344451	279.399348294	2030.8	2493.7	D:\UCR\Bioacústica\Lemur_files_2\LAGCHIMU_20200113_010000_5min_cut.wav	279.3343	LAGCHIMU_20200113_010000_5min_cut.wav
