Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	7.916877368	8.041707276	2026.9	2568.4	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	7.9169	SUKIA_20200131_190000_5min_cut.wav
1	Spectrogram 1	1	7.916877368	8.041707276	2026.9	2568.4	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	7.9169	SUKIA_20200131_190000_5min_cut.wav
1	Selection Spectrum 1	1	7.916877368	8.041707276	2026.9	2568.4	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	7.9169	SUKIA_20200131_190000_5min_cut.wav
2	Waveform 1	1	11.957424364	12.049404296	2079.1	2552.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	11.9574	SUKIA_20200131_190000_5min_cut.wav
2	Spectrogram 1	1	11.957424364	12.049404296	2079.1	2552.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	11.9574	SUKIA_20200131_190000_5min_cut.wav
2	Selection Spectrum 1	1	11.957424364	12.049404296	2079.1	2552.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	11.9574	SUKIA_20200131_190000_5min_cut.wav
3	Waveform 1	1	70.887584732	70.979564663	2160.7	2552.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	70.8876	SUKIA_20200131_190000_5min_cut.wav
3	Spectrogram 1	1	70.887584732	70.979564663	2160.7	2552.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	70.8876	SUKIA_20200131_190000_5min_cut.wav
3	Selection Spectrum 1	1	70.887584732	70.979564663	2160.7	2552.1	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	70.8876	SUKIA_20200131_190000_5min_cut.wav
4	Waveform 1	1	81.025739195	81.111149131	2106.2	2647.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	81.0257	SUKIA_20200131_190000_5min_cut.wav
4	Spectrogram 1	1	81.025739195	81.111149131	2106.2	2647.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	81.0257	SUKIA_20200131_190000_5min_cut.wav
4	Selection Spectrum 1	1	81.025739195	81.111149131	2106.2	2647.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	81.0257	SUKIA_20200131_190000_5min_cut.wav
5	Waveform 1	1	92.545688021	92.637667952	2016.0	2535.8	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	92.5457	SUKIA_20200131_190000_5min_cut.wav
5	Spectrogram 1	1	92.545688021	92.637667952	2016.0	2535.8	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	92.5457	SUKIA_20200131_190000_5min_cut.wav
5	Selection Spectrum 1	1	92.545688021	92.637667952	2016.0	2535.8	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	92.5457	SUKIA_20200131_190000_5min_cut.wav
6	Waveform 1	1	174.216492687	174.295332629	2128.1	2601.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	174.2165	SUKIA_20200131_190000_5min_cut.wav
6	Spectrogram 1	1	174.216492687	174.295332629	2128.1	2601.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	174.2165	SUKIA_20200131_190000_5min_cut.wav
6	Selection Spectrum 1	1	174.216492687	174.295332629	2128.1	2601.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	174.2165	SUKIA_20200131_190000_5min_cut.wav
7	Waveform 1	1	181.807854556	181.873554507	2111.6	2879.2	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	181.8079	SUKIA_20200131_190000_5min_cut.wav
7	Spectrogram 1	1	181.807854556	181.873554507	2111.6	2879.2	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	181.8079	SUKIA_20200131_190000_5min_cut.wav
7	Selection Spectrum 1	1	181.807854556	181.873554507	2111.6	2879.2	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	181.8079	SUKIA_20200131_190000_5min_cut.wav
8	Waveform 1	1	185.421351869	185.473911830	1939.5	2627.9	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	185.4214	SUKIA_20200131_190000_5min_cut.wav
8	Spectrogram 1	1	185.421351869	185.473911830	1939.5	2627.9	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	185.4214	SUKIA_20200131_190000_5min_cut.wav
8	Selection Spectrum 1	1	185.421351869	185.473911830	1939.5	2627.9	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	185.4214	SUKIA_20200131_190000_5min_cut.wav
9	Waveform 1	1	188.417311464	188.476441420	2182.6	2576.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	188.4173	SUKIA_20200131_190000_5min_cut.wav
9	Spectrogram 1	1	188.417311464	188.476441420	2182.6	2576.0	D:\UCR\Bioacústica\Lemur_files_4\SUKIA_20200131_190000_5min_cut.wav	188.4173	SUKIA_20200131_190000_5min_cut.wav
