Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Spectrogram 1	1	1.011779248	1.130039160	2047.300	2503.900	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	1.0118	SUKIA_20200207_220000_5min_cut.wav
2	Spectrogram 1	1	3.120747680	3.232437597	1958.700	2587.000	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	3.1207	SUKIA_20200207_220000_5min_cut.wav
3	Spectrogram 1	1	4.546436620	4.658126537	1972.400	2587.000	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	4.5464	SUKIA_20200207_220000_5min_cut.wav
4	Spectrogram 1	1	9.498766098	9.603886020	1713.900	2592.500	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	9.4988	SUKIA_20200207_220000_5min_cut.wav
5	Spectrogram 1	1	12.126764144	12.222029073	1988.800	2458.600	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	12.1268	SUKIA_20200207_220000_5min_cut.wav
6	Spectrogram 1	1	13.907232820	14.025492732	1936.900	2570.600	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	13.9072	SUKIA_20200207_220000_5min_cut.wav
7	Spectrogram 1	1	16.966785578	17.025915534	2055.400	2495.800	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	16.9668	SUKIA_20200207_220000_5min_cut.wav
8	Spectrogram 1	1	18.129674713	18.234794635	1868.600	2629.100	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	18.1297	SUKIA_20200207_220000_5min_cut.wav
9	Spectrogram 1	1	23.174568495	23.263263429	1964.200	2591.000	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	23.1746	SUKIA_20200207_220000_5min_cut.wav
11	Spectrogram 1	1	38.328930571	38.420910502	2087.100	2589.700	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	38.3289	SUKIA_20200207_220000_5min_cut.wav
12	Spectrogram 1	1	47.939383182	48.005083133	1942.300	2414.900	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	47.9394	SUKIA_20200207_220000_5min_cut.wav
13	Spectrogram 1	1	53.479714332	53.558554273	1936.900	2578.800	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	53.4797	SUKIA_20200207_220000_5min_cut.wav
14	Spectrogram 1	1	57.953881005	58.039290942	2109.000	2622.500	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts/SUKIA_20200207_220000_5min_cut.wav	57.9539	SUKIA_20200207_220000_5min_cut.wav
