Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Begin Path
1	Spectrogram 1	1	12.649279997	12.682077152	2251.4	2519.0	SUKIA_20191207_200000_5min_cut.wav	12.6493	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
1	Selection Spectrum 1	1	12.649279997	12.682077152	2251.4	2519.0	SUKIA_20191207_200000_5min_cut.wav	12.6493	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
2	Spectrogram 1	1	15.322248176	15.408340710	2309.3	2496.8	SUKIA_20191207_200000_5min_cut.wav	15.3222	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
2	Selection Spectrum 1	1	15.322248176	15.408340710	2309.3	2496.8	SUKIA_20191207_200000_5min_cut.wav	15.3222	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
3	Spectrogram 1	1	16.986703822	17.031799911	2304.2	2551.4	SUKIA_20191207_200000_5min_cut.wav	16.9867	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
3	Selection Spectrum 1	1	16.986703822	17.031799911	2304.2	2551.4	SUKIA_20191207_200000_5min_cut.wav	16.9867	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
4	Spectrogram 1	1	19.633141624	19.674138068	2242.9	2401.4	SUKIA_20191207_200000_5min_cut.wav	19.6331	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
4	Selection Spectrum 1	1	19.633141624	19.674138068	2242.9	2401.4	SUKIA_20191207_200000_5min_cut.wav	19.6331	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
5	Spectrogram 1	1	23.827077894	23.868074338	2358.8	2791.8	SUKIA_20191207_200000_5min_cut.wav	23.8271	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
5	Selection Spectrum 1	1	23.827077894	23.868074338	2358.8	2791.8	SUKIA_20191207_200000_5min_cut.wav	23.8271	C:\Users\JORGE\Documents\Asistencia CIN\Proyecto Agalychnis Lemur\Grabaciones\SUKIA_20191207_200000_5min_cut.wav
