Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File
1	Waveform 1	1	45.518811957	45.571186251	2153.9	2582.3	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	45.5188	SUKIA_20191226_040000_5min_cut.wav
1	Spectrogram 1	1	45.518811957	45.571186251	2153.9	2582.3	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	45.5188	SUKIA_20191226_040000_5min_cut.wav
1	Selection Spectrum 1	1	45.518811957	45.571186251	2153.9	2582.3	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	45.5188	SUKIA_20191226_040000_5min_cut.wav
2	Waveform 1	1	63.889666423	63.947860083	2120.3	2518.6	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	63.8897	SUKIA_20191226_040000_5min_cut.wav
2	Spectrogram 1	1	63.889666423	63.947860083	2120.3	2518.6	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	63.8897	SUKIA_20191226_040000_5min_cut.wav
2	Selection Spectrum 1	1	63.889666423	63.947860083	2120.3	2518.6	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	63.8897	SUKIA_20191226_040000_5min_cut.wav
3	Waveform 1	1	68.219274707	68.329842661	2279.6	2550.5	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	68.2193	SUKIA_20191226_040000_5min_cut.wav
3	Spectrogram 1	1	68.219274707	68.329842661	2279.6	2550.5	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	68.2193	SUKIA_20191226_040000_5min_cut.wav
3	Selection Spectrum 1	1	68.219274707	68.329842661	2279.6	2550.5	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	68.2193	SUKIA_20191226_040000_5min_cut.wav
4	Waveform 1	1	72.706005873	72.764199532	2439.0	2677.9	D:\UCR\Bioacústica\Lemur_files_3\SUKIA_20191226_040000_5min_cut.wav	72.7060	SUKIA_20191226_040000_5min_cut.wav
